content,dept
저는 미국 일리노이주 시카고에 살고 있는 A 주민입니다. 제 이웃 가정에서 가정폭력이 발생하고 있는 것을 접하게 되었습니다. 그래서 이에 대해 신고하고자 '가정폭력상담소 변경신고'를 하고자 합니다. 이와 관련된 처리 결과를 받을 수 있도록 부탁드립니다. 감사합니다.,주민행복국 복지지원과
"안녕하세요. 저는 현재 음반·음악영상물배급업을 진행 중인데, 문제가 발생하여 관련된 불편한 사항이 있어서 해당 문제를 해결하기 위해 민원을 제기하고자 합니다. 관련해서 처리 가능한 방안들과 처리 일정 등 문제 해결에 필요한 정보를 빠른 시일 내에 제공해주시면 감사하겠습니다. 감사합니다.",자치행정국 문화관광과
저는 지역 주민으로서 음악을 즐기는데에 있어서 음반 및 음악영상물을 구매하는 경우가 많습니다. 그러나 가끔씩 원하는 음반이나 영상물이 없거나 재고가 없는 경우가 있어 불편함을 느끼고 있습니다. 이에 '음반·음악영상물배급업 신고'에 관한 절차를 알고 싶습니다. 어떻게 접수할 수 있는지와 이에 따른 조치 및 결과를 알고 싶습니다. 빠른 답변 부탁드립니다.,자치행정국 문화관광과
"온천 이용을 하려는데 이용허가가 필요합니다.
이용허가를 신청하는 방법과 절차를 알려주시면 감사하겠습니다.",주민행복국 녹색환경과
"온천이용허가신청서 제출 후, 아직도 입수하지 못하였습니다. 빠른 처리 부탁드립니다.",주민행복국 녹색환경과
"가정폭력 상담원 교육훈련시설 변경신고 관련하여 동네 주민으로서 불안을 느끼고 있습니다. 이에 대한 조치가 필요하다고 느끼며, 공공기관의 빠른 대응을 요청합니다. 신속한 처리 부탁드립니다.",주민행복국 복지지원과
"가정폭력 상담원 교육훈련시설 변경신고 관련하여, 인근 주민으로서 시설 주변에서 발생하는 불편과 위생 문제로 인해 변경 신청을 하고자 합니다. 주변 주민들과 함께 문제를 해결할 수 있는 적극적인 대처를 부탁드립니다.",주민행복국 복지지원과
"저는 이 지역 주민으로써 폐수배출시설 변경허가에 대한 문제로 불편함을 겪고 있습니다. 이번에 새로운 시설을 설치하면서 주위 환경의 안전성과 건강에 대한 우려가 있습니다. 또한, 새로운 시설의 운영 계획에 대해 충분한 정보를 제공하지 않았으며, 주민들의 의견 수렴을 거의 하지 않았습니다. 이에 대해 빠르게 조치를 취하여, 우리 지역 주민들의 안전과 행복한 생활을 보장해주시기 바랍니다. 감사합니다.",주민행복국 녹색환경과
저희 동네에서 운영되는 ○○ 공장의 폐수배출시설 변경 허가에 대한 불안과 우려를 미리 전해드리고 싶습니다. 폐수배출시설 변경으로 인한 환경 오염 우려와 주민 건강 문제 등을 염두에 두고 신중한 검토와 대응이 필요하다고 생각합니다. 추가적인 검토 및 대응을 요청 드립니다.,주민행복국 녹색환경과
안녕하세요. 비산먼지 시설 기준 변경신청 관련해서 민원을 제출하고자 합니다. 현재 비산먼지 발생 시설이 우리 동네 주변에 위치하고 있어서 매우 심각한 공기오염 문제가 발생하고 있습니다. 이에 따라 해당 시설 기준을 변경해주시면 주민들의 건강과 환경 보호에 큰 도움이 될 것으로 기대합니다. 감사합니다.,주민행복국 녹색환경과
"비산먼지시설기준 변경 사항에 대한 추진 상황을 파악하고, 적극적인 대응을 요청합니다.",주민행복국 녹색환경과
"안녕하세요, 현재 저희 지역 약국의 제제실에서 제조한 제조품 목록이 정확하게 신고되지 않아 불편함을 겪고 있습니다. 이에 대해 처리 방법과 관련된 안내가 필요합니다. 감사합니다.",보건소 보건행정과
"1. 주변약국에서 약품을 구입할 때, 유효기간 만료된 제품이 많이 판매되고 있습니다. 제제 품목 신고 및 제조 업체 검사 강화를 통해 이러한 문제를 해결해주세요.
2. 최근에는 조제실에서 제조된 약품의 효능과 안전성에 대한 의문이 제기되고 있습니다. 관련 규정을 엄격히 시행하여 국민 건강을 보호해주세요.
3. 약국에서 판매하는 인터넷 구매 대리 수수료가 너무 높아 지속적으로 피해를 입고 있습니다. 이에 대한 조치를 취해주시길 바랍니다.",보건소 보건행정과
"저는 XX동에 거주하는 YY입니다. 저희 동 내 YY번지 앞에 설치된 공작물이 있는데, 해당 공작물은 도로점용 허가를 받아 설치된 것으로 알고 있습니다. 그러나 최근 해당 공작물을 제거하거나 이동할 계획이 없다는 말을 들어 걱정됩니다. 일부 이웃들은 해당 공작물로 인해 도로가 협소해진다는 불만을 제기하고 있습니다. 이에 대해 조치를 취해주시기 바랍니다. 감사합니다.",도시창조국 건설과
도로점용허가(공작물설치) 관련하여 신청하고자 합니다.,도시창조국 건설과
어린이집 설치를 위한 신청서를 제출하고 싶습니다. 관련된 양식이나 절차에 대한 안내가 필요합니다. 감사합니다.,주민행복국 복지지원과
"어린이집 설치를 위한 관련 신청서를 제출하려고 하는데, 필요한 절차와 서류가 어떤 것이 있는지 알려주시면 감사하겠습니다.",주민행복국 복지지원과
"안녕하세요. 해당지역 주민입니다. 주변에 진행중인 '개발행위허가' 관련하여 문의드립니다. 토지형질변경, 토석채취, 공작물설치, 토지분할, 물건적치 등의 작업이 언제부터 시작되는지, 어떠한 변화가 있는지 알고 싶습니다. 빠른 답변 부탁드립니다. 감사합니다.",도시창조국 토지정보과
"""저희 주변에 토지형질변경과 토석채취, 공작물 설치, 토지분할, 물건적치 등의 개발행위가 이루어져서 주변 환경과 생태계에 영향을 미칠 우려가 있어 개발행위허가를 요청합니다.""",도시창조국 토지정보과
안녕하세요. 지하수개발·이용허가 유효기간 연장허가 관련하여 문의 드립니다. 우리 동네에서는 지하수 이용에 많은 의존성이 있어 연장허가가 필요합니다. 관련 절차와 각종 서류 준비 등에 대해 안내 부탁드립니다. 당장 처리가 어려우시더라도 최대한 빠르게 결정을 내려주시면 정말 감사드리겠습니다. 감사합니다.,주민행복국 녹색환경과
"요즘 미세먼지가 심각한데, 지하수가 깨끗한 상태로 유지되면 미세먼지 문제 해결에 큰 도움이 됩니다. 따라서 이번에 지하수개발과 이용허가 유효기간 연장허가를 해주셔서 감사합니다.",주민행복국 녹색환경과
안녕하세요. 건설폐기물 처리업소 운영자 XXX입니다. 저는 저희 업소의 규모를 확장하고자 '건설폐기물처리업 허가(변경허가)'를 신청하고자 합니다. 관련 서류는 모두 준비하여 필요한 검토와 승인을 받을 수 있도록 노력하겠습니다. 감사합니다.,주민행복국 녹색환경과
건설폐기물처리업의 허가(변경허가) 신청을 하고자 합니다. 관련 절차와 신청서류에 대해 안내 부탁드립니다. 감사합니다.,주민행복국 녹색환경과
"안녕하세요,
어린이 복지시설 이용 중인 주민입니다. 저희 동네에는 아동복지시설이 있어서 매우 감사한데요, 최근에 이용하다가 휴지·폐지·재개가 필요한 경우가 있었습니다. 하지만 저희 동네에서 이에 대한 절차나 신고 방법이 제대로 안 알려져 있어서 불편했습니다. 그래서 이와 관련된 신고 접수와 관련 정보를 좀 더 보급할 필요가 있다고 생각합니다. 부디 이에 대한 조치를 취해주시면 저희 주민과 어린이들에게 큰 도움이 될 것입니다. 감사합니다.",주민행복국 복지지원과
아동복지시설 휴지·폐지·재개 관련하여 신고를 접수해주시면 감사하겠습니다.,주민행복국 복지지원과
"식품관련 영업 허가사항 변경허가(신고)에 대해서, 관련 법규에 따라 이행 가능한 경우 변경사항을 신속하게 처리해 주시기를 요청드립니다. 저희 동네 주민들의 건강과 안전을 위한 조치로, 이에 빠른 처리 부탁드립니다. 감사합니다.",주민행복국 위생과
"저는 ○○동 주민 ○○○○입니다. 최근 ○○○○ 식당에서 음식을 먹었는데, 위생상의 이유로 인하여 식품관련영업 허가사항 변경허가(신고)가 필요하다고 생각합니다. 빠른 조치 부탁드립니다.",주민행복국 위생과
"사회복지시설 휴지, 재개, 폐지 관련하여 신고하고자 합니다. 주민들을 대상으로 하는 이러한 시설의 운영이 중요한데, 때로는 필요없는 시설이나 모자란 시설이 있어 불편함을 느끼는 경우도 있습니다. 이를 개선하기 위해 이번에 신고를 하게 되었습니다. 처리 완료 후 결과를 안내받고자 합니다. 감사합니다.",주민행복국 복지지원과
저희 동네에는 새로운 사회복지시설이 필요하지 않습니다. 이미 충분한 시설들이 있어서 추가적인 시설을 만들 필요가 없습니다. 감사합니다.,주민행복국 복지지원과
"정관 변경을 통한 사회복지복지법인의 사업 조정과 관련하여, 이로 인해 현재까지 이용하던 사업이 중단될 가능성이 높다는 우려가 있습니다. 따라서 해당 문제를 해결하고 주민의 이익을 보장하기 위해 빠른 대응 및 대안 마련을 요청합니다.",주민행복국 행복정책과
사회복지법인의 정관 변경에 대해 해당 복지법인이 충분한 정보를 제공하지 않았다는 점에 대해 신속하고 적극적인 해결조치를 취해주시길 요청합니다.,주민행복국 행복정책과
저는 수렵면허가 변경되지 않아 불편함을 느끼고 있습니다. 저의 요청에 따라서 수렵면허를 변경해주시면 감사하겠습니다. 이에 따라 처리 부탁드립니다.,주민행복국 녹색환경과
수렵면허 변경을 신청합니다.,주민행복국 녹색환경과
궤도사업의 전용궤도운영에서 인근 주민으로서 혼란을 느끼고 있어요. 휴지기간이나 폐지 신고 등 처리와 관련된 공지사항이 없어 불안합니다. 이에 대한 조속한 처리 부탁드립니다.,도시창조국 교통과
"궤도사업경영과 전용궤도운영으로 인해 주차장 사용이 제한될 예정이라서, 출퇴근에 불편함을 느끼고 있습니다. 따라서, 전용궤도운영에 따른 주차장 이용 기간 변경 및 가능하다면 폐지 신고를 요청합니다. 감사합니다.",도시창조국 교통과
"저는 기본재산의 처분에 대한 사항으로 관심 있어하는 주민입니다. 최근에 저희 지역의 사회복지법인에서 기본재산의 처분 허가를 받았다는 소식을 들었는데, 이에 대한 절차와 규정 등에 대한 명확한 설명이 필요합니다. 따라서 이에 대한 처리를 요청드립니다. 감사합니다.",주민행복국 행복정책과
사회복지법인의 기본재산 처분허가에 대한 문제로 인해 주민으로서 걱정되어 이에 대한 조치와 관련된 정보를 요청합니다.,주민행복국 행복정책과
고압가스 제조·판매·저장소 설치 변경허가에 대한 관련점에 대해 문의드립니다. 정확한 허가 절차와 요건에 대한 정보를 알고 싶습니다. 감사합니다.,주민행복국 시장경제과
"고압가스 제조, 판매, 저장소 설치 변경허가관련으로 인해 생기는 안전사고 우려로 인하여 이에 대한 엄격한 검토와 조치가 필요하다는 점을 알려드립니다. 지역사회 거주민들의 안전과 보안에 대한 책임있는 대응이 요구되며, 적극적이고 신속한 대처를 요청드립니다.",주민행복국 시장경제과
"'정신재활시설 폐지·휴지·재개 신고'와 관련하여, 지역 내 정신건강에 지장을 미치는 문제가 있을 경우 적극적으로 대응해 주시기 바랍니다. 해당 문제의 신고나 조치가 적극적으로 이루어지지 않을 시 지역 사회의 건강과 안전에 영향을 미칠 수 있으며, 이에 따른 책임도 충분히 요구될 수 있습니다. 감사합니다.",보건소 건강증진과
"정신재활시설 폐지 및 휴지 조치는 진행되었으나, 재개 신고는 아직 없는 상황입니다. 이에 대한 추가적인 안내가 필요합니다.",보건소 건강증진과
저희 동네에 새로운 건물이 지어져서 주변 환경에 부정적인 영향을 미치고 있습니다. 따라서 건축물 대수선의 필요성을 느껴 해당 건물에 대한 신고를 하고자 합니다. 처리 결과에 대해서는 이메일이나 문자로 안내 부탁드립니다.,도시창조국 건축과
"저희 동네에 새로운 건축물이 지을 예정이라고 들었는데, 대수선 신고를 하지 않았다는 소식을 들어 걱정입니다. 건축물 대수선 신고는 반드시 해야 하며, 그림 설명서와 신청서를 작성하여 제출하겠습니다. 이에 대한 안내 부탁드립니다.",도시창조국 건축과
액화석유가스의 충전사업(집단공급사업·판매사업·저장소설치) 변경허가에 관한 민원을 작성합니다. 변경허가 요청사항은 신청자의 규모 확장과 수요 대응을 위한 것입니다. 신청 내용은 적극 검토하여 가능하다면 허가 부탁드립니다. 처리 결과는 이메일로 알려주시기 바랍니다. 감사합니다.,주민행복국 시장경제과
"저희 동네에 '액화석유가스의 충전사업(집단공급사업·판매사업·저장소설치) 변경허가'가 부여되었다는 소식을 듣고, 기쁨과 안도감을 느끼고 있습니다. 앞으로 더욱 안전하게 가스를 사용할 수 있다는 마음으로 감사드립니다.",주민행복국 시장경제과
"장애인복지시설의 명칭과 소재지, 시설의 종류와 장, 이용정원을 최근에 변경했으며, 이에 따라 변경신고를 하려고 합니다. 처리 부탁드립니다. 감사합니다.",주민행복국 복지지원과
"장애인복지시설 명칭이 변경되었으니 해당 시설의 명칭을 변경해주시기 바랍니다. 또한, 시설의 종류나 장, 소재지, 이용정원에 변경사항이 있을 경우에는 변경신고를 해주시기 바랍니다.",주민행복국 복지지원과
"가정폭력 피해자 보호시설 인가 관련하여, 주변 주민들의 안전에 대한 우려가 있어 빠른 인가를 요청합니다. 감사합니다.",주민행복국 복지지원과
주변에 가정폭력 가해자가 있어서 지속적으로 위협을 받고 있습니다. 해당 보호시설 인가 신청을 통해 보호받을 수 있는 기회가 주어졌으면 좋겠습니다.,주민행복국 복지지원과
저는 우리 동네에 성폭력 피해를 당한 여성들을 위한 상담소 설치를 요청합니다. 이를 통해 피해자들이 심리적인 지원을 받아 회복할 수 있도록 돕는 것이 중요합니다. 저희 동네는 아직도 성폭력에 대한 인식도가 떨어지는 것 같아 이러한 상담소 설치를 빠르게 진행해주시면 많은 동네 주민들이 힐링할 수 있을 것입니다. 감사합니다.,주민행복국 복지지원과
"저희 동네에는 성폭력 피해상담소가 없어서 매우 불편합니다. 이에 대한 신고를 하고자 합니다. 가까운 시일 내에 설치되기를 바라며, 조속한 처리 부탁드립니다.",주민행복국 복지지원과
"'가스공급시설 공사계획(변경)승인'과 관련하여, 현재 작업이 진행 중임을 알려드립니다. 사전 작업으로 인해 일부 일정이 변경되어, 작업 완료 기한이 예정보다 조금 늦어질 수 있습니다. 당국은 최선을 다해 빠른 시일 내에 작업을 마치도록 노력할 것입니다. 이에 따라 지역 주민 여러분께 불편을 드려 죄송합니다. 감사합니다.",주민행복국 시장경제과
가스공급시설 공사계획의 변경에 대한 승인 관련하여 문의 드리고자 합니다. 승인이 완료되었는지 확인 부탁드립니다.,주민행복국 시장경제과
저는 지역 공원에서 공원 행사를 계획 중인 주민입니다. 그런데 행사를 하기 위해서는 공원내 행위허가가 필요한 것으로 알고 있습니다. 하지만 해당 절차가 복잡하고 시간이 오래 걸린다는 소식을 듣고 걱정입니다. 가능하다면 신속하고 간편한 행위허가 절차가 가능한지 궁금합니다. 감사합니다.,도시창조국 건축과
공원 내에서 허가 없이 수영하는 청소년들 때문에 공원 이용이 불편합니다. 행위허가 기준을 강화해주세요.,도시창조국 건축과
"저는 XX동에 거주하는 XX이고, 최근에 발행된 '여객자동차터미널사업 상속신고'에 대한 문제점을 제기하고자 합니다. 상속받은 차량들이 교통상황 악화와 주차문제를 야기하고 있다는 이웃들의 불만이 여럿 들어왔습니다. 이로 인해 주변 주택가의 생활 환경에도 영향을 끼칠 수 있어 이 문제에 대한 빠른 조치가 필요합니다. 또한, 상속 시 정확한 수용량 등에 대한 정보가 부족해 이 역시 이슈입니다. 연관 부서에서 문제를 조사하고, 개선 방법을 찾아 주시면 감사하겠습니다.",도시창조국 교통과
"최근에 상속신고를 받았다는데, 여객자동차터미널사업 관련하여 언제쯤 처리될지 궁금합니다. 신속한 처리 부탁드립니다.",도시창조국 교통과
노인주거(의료·여가·재가)복지시설 변경을 신고합니다. 변경된 주거 환경으로 인해 불편함을 겪고 있습니다. 처리 부탁드립니다.,주민행복국 복지지원과
노인주거(의료·여가·재가)복지시설 변경신고가 제대로 처리되지 않아 불편을 겪고 있습니다. 빠른 시일 내에 신고 내용에 대해 처리해 주시기를 요청드립니다.,주민행복국 복지지원과
"안녕하세요, 주민입니다.

저는 '가축인공수정사면허' 관련 불법 진료를 받았다는 이유로 민원을 제기합니다.

해당 가축인공수정사는 인증되지 않은 사람이 진료를 시행한 것으로 파악되었습니다. 이에 대한 조사와 함께 해당 가축인공수정사의 면허 취소 및 불법 진료에 대한 처벌을 요청합니다.

이 민원은 '자치행정국 시장경제과' 에서 처리 부탁드립니다.

감사합니다.",자치행정국 시장경제과
'가축인공수정사면허' 관련 중요 공지사항을 체크리스트나 메일 등으로 알려주시면 감사하겠습니다.,자치행정국 시장경제과
"안녕하세요. 건설폐기물처리업 폐업신고와 관련하여 불편을 겪고 있는 주민입니다. 해당 업체의 폐업으로 인해 주변 환경이 심각하게 오염될 우려가 있어 빠른 조치가 필요합니다. 관련 법규에 따라 업체의 휴업(폐업·재개업)신고 여부를 확인해주시고, 필요한 조치를 취해주시면 감사하겠습니다. 최종 결과에 대해 알려주시면 감사드리겠습니다.",주민생활국 녹색환경과
건설폐기물처리업체의 휴업(폐업·재개업)신고 처리 상황에 대해 문의 드립니다. 처리 상황을 알려주시면 감사하겠습니다.,주민생활국 녹색환경과
문안(인사말 미포함) : 법인기본재산처분허가 관련하여 문의드립니다. 저희가 직접 처리하기에는 방법을 모르겠어서 보건소에 문의 드리게 되었습니다. 해당 허가를 받아야 하는 절차와 필요한 서류에 대해 안내 부탁드립니다. 감사합니다.,보건소
"저는 우리 동네에 위치한 XX회사의 대표입니다. 저희 회사가 법인기본재산인 부동산을 처분하고자 하여, 주민센터로 와서 법인기본재산처분허가를 신청하게 되었습니다. 이에 관련하여 필요한 서류 및 절차에 대해서 안내받고자 합니다. 감사합니다.",보건소
"지하수개발·이용의 (변경)허가(행위허가) 관련하여, 관련법규에 따라 주민의 신청서를 검토하고, 필요한 경우 추가 자료를 요청할 예정입니다. 신청서의 검토 결과는 신속하고 정확하게 통보드릴 예정이니, 부디 조속한 처리 부탁드립니다.",주민행복국 녹색환경과
"저는 현재 건설중인 지하주차장 옆에 위치한 주택에서 살고 있는 주민입니다. 최근 지하수 개발 및 이용으로 인해 우리 집 근처 지하수 수위가 낮아져 생활에 불편함이 느껴지고 있습니다. 따라서, 변경허가(행위허가)를 신청하고자 합니다. 감사합니다.",주민행복국 녹색환경과
저는 XX동에 거주하는 XX입니다. 제가 소유하고 있는 부동산에서 신규 건물을 건설하려고 계획 중입니다. 이에 따라 공유재산 구매를 신청합니다. 구체적으로는 XX구 XX동 XX번지에 위치한 공원 부지에 대한 관심이 있습니다. 해당 부지의 구매 정보 및 절차에 대해서 안내 부탁드립니다. 감사합니다.,도시창조국 건축과
공유재산 매수신청 관련하여 문의드립니다. 매수에 필요한 서류 및 절차에 대해 안내 부탁드립니다. 감사합니다.,도시창조국 건축과
"저희 아파트 단지 내에 위치한 국유(공유)재산을 사용하려면 권한이 부여되어야 한다는 점에 대해 문의드립니다. 해당 권한을 얻기 위해 필요한 절차와 문서, 그리고 처리 기간에 대한 정보를 알려주시길 바랍니다. 처리 결과에 따라 추가 문의나 절차가 필요한 경우, 따로 안내 부탁드립니다. 감사합니다.",도시건설국 토지정보과
"저는 국유(공유)재산을 이용하려는 주민으로서, 해당 재산의 사용허가를 신청합니다. 관련된 서류와 절차를 알려주시면 감사하겠습니다.",도시건설국 토지정보과
"우리 동네에는 사회복지시설이 부족한 것 같아서, 신설 혹은 운영중인 시설이 있는지 알고 싶습니다. 관련 정보를 알려주시면 감사하겠습니다.",주민생활국 주민생활과
저희 동네에는 어떤 사회복지시설들이 있는지 알고 싶습니다. 또한 설치 및 운영과 관련해서 신고할 사항이 있다면 신고하고 싶습니다. 처리 부탁드립니다.,주민생활국 주민생활과
"안녕하세요, 산지주민입니다. 저희 지역의 농산물을 수출하기 위해서는 '산지전용(변경)허가'가 필요합니다. 이에 해당하는 절차와 신청서 작성 방법 등 자세한 내용을 안내해 주시면 감사하겠습니다. 공공기관에서 신속하게 처리해 주시면 매우 큰 도움이 될 것입니다. 감사합니다.",도시건설국 도시재생총괄과
산지전용(변경)허가 관련해서 신청하고자 합니다. 부디 빠른 처리 부탁드립니다.,도시건설국 도시재생총괄과
"저희 동네에 새로 지하수개발 프로젝트가 이뤄졌다는 소식을 들었습니다. 혹시 해당 프로젝트에 대한 준공신고를 받으셨나요? 이에 관련해 주민들 간에 의견이 분분하다는 것을 전해들었습니다. 따라서, 이에 대한 정보를 확인하고 보다 분명한 설명이 필요합니다. 또한, 해당 프로젝트가 동네 주민들에게 어떤 영향을 미치게 될 것인지 좀 더 자세히 알 수 있는 방법이 있을까요? 적극적인 답변 부탁드립니다.",자치행정국 민원정보과
주변 지하수 개발 및 이용으로 인한 문제가 발생하여 신고하려고 합니다.,자치행정국 민원정보과
이용사 및 미용사 면허 발급을 위한 신청을 하고자 합니다. 필요한 서류와 절차에 대해 안내를 받을 수 있도록 부탁드립니다. 처리 결과에 대한 통보를 부탁드립니다. 감사합니다.,자치행정국 민원정보과
"'이용사 및 미용사 면허발급 신청'으로 인해, 면허 발급에 대한 절차와 필요한 서류를 제출해 드립니다.",자치행정국 민원정보과
"노인여가복지시설 폐지와 휴지 신고에 대해 이웃들과 함께 우려하고 있습니다. 관련 부서에서 조사 결과와 대응 방안을 투명하게 공개해 주시기를 요청합니다. 이에 대한 신속한 조치를 바라며, 이웃들과 함께 안정된 생활 환경을 유지할 수 있는 지원을 부탁드립니다.",주민생활국 복지지원과
노인 여가복지시설 폐지와 해당 시설에서 발생한 휴지 문제로 인해 주변 환경이 오염되고 냄새가 나서 불편함을 느끼고 있습니다. 이에 대한 조치를 취해주시길 요청합니다.,주민생활국 복지지원과
"저는 최근 인터넷을 통해 자동차 대여 업체를 이용하였는데, 운송약관에 대한 이해가 부족하여 불편한 경험이 있었습니다. 따라서, 해당 업체의 '여객자동차운송사업운송약관(자동차대여사업대여 약관)'의 신고 여부를 확인하여 이후 예약 시 이에 대한 이해도를 높이고자 합니다. 작업이 완료된 후 결과에 대해 안내 부탁드립니다. 감사합니다.",도시건설국 교통과
