content,dept
"여객자동차운송사업을 운영하기로 했으나, 현재 업무 진행 상황에 따라 운송개시일을 연기(혹은 운송개시기간을 연장)하고 싶습니다. 이에 따라 해당 사업의 운송개시일을 적극적으로 검토 부탁드립니다.",환경건설국 교통과
"제가 거주하는 지역에 고압가스 제조, 판매 및 저장소 설치가 계획 중이라는 소식을 들었습니다. 저희 지역에서는 이에 대한 우려가 많은데, 안전 문제와 환경 문제 등이 우려되어 민원을 제기하게 되었습니다. 해당 사업의 변경 허가를 재고하시고, 지역 주민의 안전과 건강을 최우선으로 고려해주시기를 청합니다. 감사합니다.",관광경제국 일자리경제과
저희 주거지 주변에 고압가스 제조·판매·저장소설치 (변경)허가 관련 작업이 진행 중인 것 같습니다. 이로 인해 주변 환경과 안전에 대한 우려가 있어서 미리 알고 싶습니다. 관련 정보나 조치 사항 등을 안내해 주시면 감사하겠습니다.,관광경제국 일자리경제과
"안녕하세요, 저는 지난주 무료직업소개사업신고를 제출한 XX 동 주민입니다. 해당 신고서에는 제 취업을 도와주실 수 있는 직업 정보가 포함되어 있습니다. 이번 민원 신청은 '도시재생국 일자리경제과'에서 처리 부탁드립니다. 감사합니다.",도시재생국 일자리경제과
"저는 '무료직업소개사업신고'를 신청하려고 합니다. 관련된 절차와 필요한 서류, 기타 정보들을 안내해주시면 감사하겠습니다.",도시재생국 일자리경제과
"가정폭력 상담소(보호시설·교육훈련시설) 폐지에 대해 매우 심각한 우려가 있습니다. 이를 해결하기 위해 보호시설과 교육훈련시설을 계속 운영하고, 휴지 중이던 시설은 즉시 운영을 재개해야 합니다. 이 문제가 신속하게 해결되기를 바랍니다.",행정복지국 복지정책과
"가정폭력 상담소(보호시설·교육훈련시설) 폐지(휴지·운영재개)신고와 관련하여, 이 지역에서는 이 시설의 폐지(휴지)로 인해 가정폭력 피해자들이 많이 고통받고 있습니다. 이에, 시설의 운영을 적극적으로 재개하여 가정폭력 예방 및 신속한 조치가 이루어져야 한다는 요구를 드리고자 합니다.",행정복지국 복지정책과
"안녕하세요, 시장정비사업추진계획 변경승인과 관련하여 문의드립니다. 변경된 계획에 대한 정보가 부족하여 이에 대한 안내가 필요합니다. 공사 진행과 관련하여 시민들의 불편사항과 예상 시공일정 등에 대해 알려주시면 감사하겠습니다. 이에 대한 처리 부탁드립니다.",도시재생국 일자리경제과
시장정비사업추진계획 변경이 승인되었다는 점에 대해 문의드립니다. 감사합니다.,도시재생국 일자리경제과
노인여가복지시설의 폐지와 휴지 신고로 인한 불편함을 호소합니다. 상황을 개선하여 주시기 바랍니다.,행정복지국 복지정책과
"저희 동네의 노인여가복지시설이 폐지되어 노인들이 불편해하고 있습니다. 또한, 주변에 버려진 휴지들이 매우 지저분하게 쌓여있어 청소가 필요하다고 생각합니다. 조속한 조치를 취해주시길 바랍니다.",행정복지국 복지정책과
"안녕하세요, 제 차량을 이용하여 여객 운송 사업을 하고자 합니다. 이에 따라 필요한 '여객자동차운송사업 등록' 절차에 대한 안내를 부탁드립니다. 감사합니다.",환경건설국 교통과
저는 여객자동차운송사업을 하고 싶은데 등록을 하려고 합니다. 어떤 절차를 따라야하며 필요한 서류가 무엇인지 자세히 알려주세요.,환경건설국 교통과
"'기타유원시설업 변경신고' 관련하여, 주민으로서 문의드립니다. 최근 기타유원시설업이 변경되었다는 소식을 들었는데, 해당 시설의 변경 내용과 관련된 문서를 요청드립니다. 처리해주시면 감사하겠습니다.",도시재생국 관광자원과
기타유원시설업 변경신고 관련하여 접수한 민원에 대해 확인하여 변경사항에 따른 후속조치를 취할 예정입니다. 최대한 빠르게 처리하여 신고자에게 안내 드리겠습니다. 감사합니다.,도시재생국 관광자원과
"저희 주변에서 굴착행위를 진행하는 건설업체에서 가끔씩 환경규제를 위반하는 행동을 보이는 경우가 있습니다. 특히 굴착시 미세먼지 발생으로 인해 주민들의 건강에 영향을 끼치는 상황이 더해져 우려 됩니다. 이에 관련법을 위반한 건설업체의 적극적인 규제 및 대처가 요구되며, 주민 건강 및 생활환경 개선에 앞장서는 공공기관의 역할에 대한 필요성이 더욱 높아졌습니다. 그러므로 '굴착행위변경신고'를 통해 해당 건설업체에서 이루어지는 굴착행위 변화와 함께 군더더기 없는 깨끗한 환경을 보장하며 주민 건강을 위한 선제적 대응을 약속해주시면 감사하겠습니다.",환경건설국 환경자원과
"저희 동네에서 현재 실시 중인 공사 중, 굴착행위의 변경이 발생하여 주변 주민들의 불편을 초래하고 있습니다. 이에 해당 공사에 대해 굴착행위 변경 신고를 하고자 합니다. 비롯된 불편 해소를 위한 적극적인 대처 부탁드립니다.",환경건설국 환경자원과
"안녕하세요, 지하수개발이용시공업으로 인해 등록사항이 변경되었음을 알려드립니다. 관련하여 신고 절차를 안내 받고자 합니다. 처리 가능한 절차나 필요한 서류 등 상세 내용은 안내 부탁드립니다. 감사합니다.",환경건설국 환경자원과
지하수개발 이용시공업등록사항 변경신고에 대해 문의드립니다. 해당 신고에 대한 처리 결과를 알고 싶습니다. 감사합니다.,환경건설국 환경자원과
"안녕하세요, 환경개선부담금을 조정해 주시길 요청합니다. 지난 해부터 오랜 기간 동안 부담금을 납부하였으나, 동일 지역내 다른 건축물들과 비교해도 상당한 차이가 있어 불합리하다는 생각이 들었습니다. 따라서 조정을 요청하며, 빠른 회신 부탁드립니다. 감사합니다.",환경건설국 환경자원과
제가 살고 있는 지역에서는 너무 높은 환경개선부담금을 부과받고 있다는 것을 알게 되었습니다. 이에 따라 환경개선부담금 조정신청을 제출하고자 합니다. 가능한 빠른 조치를 취해주시길 바랍니다.,환경건설국 환경자원과
"저는 XX동에 거주하는 YY입니다. 저희 동내 폐기물 처리가 미흡하여 환경오염이 우려되어 긴급 대처가 필요합니다. 따라서 폐기물처리(수집·운반, 재활용) 신고(변경신고)를 접수하고 싶습니다. 빠른 처리 부탁드립니다.",환경건설국 환경자원과
"폐기물처리(수집·운반, 재활용) 신고 내용을 변경하여 신고합니다. 처리 방법에 대해 문의할 사항이 있으니 연락 바랍니다.",환경건설국 환경자원과
"안녕하세요, 동물용 의약품 제조관리자(수입관리자·관리약사) 변경신고 관련하여 민원을 제출합니다. 제가 담당하는 동물용 의약품 제조업체에서 제조관리자 변경으로 인해 해당 신고를 하게 된 것입니다. 신고서는 관련 서류를 모두 제출했으며, 귀 기관에서 처리 결과에 대한 안내를 부탁드립니다. 감사합니다.",도시재생국 일자리경제과
"저는 XXXX이고, 동물용 의약품 제조관리자(수입관리자·관리약사)를 변경했습니다. 해당 변경신고를 처리해주시기 바랍니다. 감사합니다.",도시재생국 일자리경제과
"저는 ~지역에 거주하는 주민입니다. 최근에 이용한 여객자동차운송에서 운임 또는 요금이 변동되었는데, 이에 대한 신고(변경신고)를 하고자 합니다. 어떤 식으로 신고를 해야 하는지 안내 부탁드립니다. 처리 완료된 후 결과에 대해 안내 부탁드립니다. 감사합니다.",환경건설국 교통과
저는 최근에 이용한 여객자동차 운송사에서 운임 또는 요금이 예고없이 변경되어 불만을 느꼈습니다. 해당 운송사가 운임 또는 요금 변경신고를 제대로 하지 않은 것으로 추측되어 문의드립니다. 이에 해당 운송사의 신뢰성과 투명성 확보를 위해 운임 또는 요금 변경신고가 정확히 이루어지도록 관련 부서에서 확인해주시기 바랍니다. 감사합니다.,환경건설국 교통과
"저희 지역의 여객자동차터미널사업이 양도·양수될 예정이어서, 이에 대한 관심과 조치를 요청합니다. 이와 관련하여 필요한 대책을 적극적으로 추진해 주시기 바랍니다. 감사합니다.",환경건설국 교통과
저희 동네에 있는 여객자동차터미널사업이 양도 혹은 양수가 될 예정인 것 같습니다. 관련하여 주민들은 어떤 조치가 이루어질지에 대한 궁금증과 우려를 느끼고 있습니다. 이에 대한 상세한 안내 및 조치 계획에 대한 빠른 소식을 바라고 있습니다.,환경건설국 교통과
"장애인복지시설 '복지나래'의 명칭을 '복지의 집'으로 변경하고, 시설의 종류를 물리치료 및 재활서비스 시설로 변경할 예정입니다. 시설의 장은 장애인분들의 편의를 위한 복도폭 확장, 장애인전용 주차구역 등의 시설개선을 실시할 예정이며, 소재지는 기존과 동일한 위치입니다. 이용정원은 30명에서 50명으로 증가할 예정이며, 이에 따라 해당 시설 이용을 위한 변경신고를 접수하였습니다. 처리 부탁드립니다.",복지문화국 가족복지과
"장애인복지시설명, 종류, 장소, 이용정원 등의 변경사항이 있어서 명확히 알고 싶습니다. 처리 부탁드립니다.",복지문화국 가족복지과
"노인주거(의료·여가·재가)복지시설이 폐지될 것을 반대하며, 시설 유지 및 개선을 요청합니다. 노인들은 이 시설에서 질 좋은 의료와 여가활동을 할 수 있으며, 가족들도 안심하고 노인들을 맡길 수 있는 안정적인 환경이 제공됩니다. 폐지된다면 노인들은 취약한 상황에서 고독사를 맞이할 수 있으니, 반드시 유지하고 발전시켜야 한다는 것을 알려드립니다. 또한, 시설 내부에 발생한 휴지 문제도 신속히 처리하여 더욱 깨끗하고 편안한 환경을 유지할 수 있도록 해 주시기 바랍니다.",복지문화국 가족복지과
노인주거(의료·여가·재가)복지시설 폐지 및 휴지 신고합니다. 처리 부탁드립니다.,복지문화국 가족복지과
저는 상인으로서 등록대상이 되어 상인회에 등록하고자 합니다. 처리 부탁드립니다.,안전행정국 경제과
이번에 사업을 시작하게 되어 상인회에 등록하려고 합니다. 어떤 절차와 서류가 필요한지 알고 싶습니다. 감사합니다.,안전행정국 경제과
"제가 골재채취업을 하고 있는데, 최근에 주소지가 변경되었기 때문에 등록사항을 변경 신고하고자 합니다. 관련 신청서와 필요한 서류를 준비하여 제출할 예정이며, 신속하게 처리 부탁드립니다. 감사합니다.",도시관광국 건설과
"골재채취업 등록사항 변경신고 관련하여, 제가 등록한 업체의 대표자명과 주소가 변경되었습니다. 해당 내용을 변경신고해주시기 바랍니다. 감사합니다.",도시관광국 건설과
"안녕하세요, 장애인복지시설 이용자 A입니다. 최근 해당 시설의 운영 상태에 대한 문제가 발생하여 이에 대한 신고를 드립니다. 우선, 해당 시설이 일시적으로 운영 중단됐을 경우 그간의 사용료를 반환해주시는 절차가 필요합니다. 또한, 시설 재개 시 이용자들에게 충분한 안내와 대처 방안이 필요합니다. 그리고, 운영이 계속되어 불가피하게 폐지될 경우에는 다른 대안을 제시하거나 이전 대상자들을 위한 별도의 지원책 마련이 필요합니다. 해당 문제에 대해 빠른 조치와 답변을 바랍니다. 감사합니다.",복지문화국 가족복지과
"장애인복지시설에 대해 운영 중단, 재개, 폐지 등 관련된 사항이 있으면 신고하고 싶습니다.",복지문화국 가족복지과
소음·진동 배출시설 변경신고를 합니다. 주변 주민들의 안전과 건강에 영향을 미치는 소음 및 진동이 발생하여 변경이 필요합니다. 관련 조치를 취해주시면 감사하겠습니다. 처리 결과에 대한 통보를 요청드립니다.,환경건설국 환경자원과
"소음/진동 배출시설 변경신고와 관련해서, 아래와 같이 주민 민원을 접수하였습니다.
- 일시: [날짜]
- 시설명: [시설명]
- 변경내용: [변경된 내용]
- 영향지역: [영향을 받는 지역]
- 접수자: [주민 이름]

위 내용을 검토 후, 관련 대응에 필요한 조치를 취하도록 부탁드립니다.  감사합니다.",환경건설국 환경자원과
"건축물 분양신고 관련하여, 분양을 예정하고 있는 아파트 단지 층간소음이 심각하게 발생하고 있어 주민들의 삶의 질이 저하될 우려가 있습니다. 따라서 관련 법규에 따라 분양 전에 층간소음 개선을 반드시 시행해 주시기 바랍니다. 이에 대한 정확한 처리 결과를 빠르게 알려주시기를 부탁드립니다.",환경건설국 건축주택과
저희 동네에 있는 A아파트 101동 분양신고서를 보도록 해주세요.,환경건설국 건축주택과
"안녕하세요, 사회복지법인 정관 변경 관련하여 주민으로써 문의 드립니다. 정관 변경에 대한 정보를 제공받을 수 있는 방법이 있을까요? 감사합니다.",복지문화국 복지지원과
"""사회복지법인의 정관이 변경되는 것에 대해 관련 정보를 알고 싶습니다.""",복지문화국 복지지원과
"애완동물을 기르는 주민으로서, 동물용의약품 도매상 허가 문제로 인하여 불편함을 겪고 있습니다. 해당 상점에서 필요한 약품을 구매할 수 없어 집에서 기르고 있는 애완동물들에게 직접적인 영향을 받고 있습니다. 이 문제에 대한 처리 및 해결을 부탁드립니다.",안전행정국 경제과
동물용의약품 도매상 허가 신청에 대한 처리상황을 문의합니다.,안전행정국 경제과
양곡가공업의 등록 관련하여 문제가 발생하여 처리가 필요합니다. 해당 문제는 환경 관련된 내용이므로 처리 가능한 공공기관으로 연결 부탁드립니다.,환경건설국 환경자원과
양곡가공업의 등록에 관한 문의드립니다. 양곡가공업 등록을 위한 필요한 서류 및 절차가 어떻게 되는지 알려주시기 바랍니다. 감사합니다.,환경건설국 환경자원과
"건설기계사업 휴지·폐지·재개 신고 관련하여, 주변 시설물과 주민들의 안전을 위해 조속히 처리해주시길 바랍니다. 감사합니다.",도시관광국 건설과
제 거주지 내 건설기계사업의 휴지·폐지·재개 신고 관련하여 문제가 있어서 불편함을 겪고 있습니다. 적극적인 대처와 신속한 조치 부탁드립니다.,도시관광국 건설과
"저희 동네에 자가용운행허가가 필요한 노선이 있다고 생각합니다. 특히 통학시간대에는 교통 체증이 심하고, 도로 상황이 위험해지는 경우가 있습니다. 이에 대한 노선운행허가 신청을 제출하고자 합니다. 노선 그리고 시간표 등에 대한 자세한 내용은 신청서에 기재하겠습니다. 신청서 제출 시 필요한 서류는 어떤 것들이 있는지 알려주시면 감사하겠습니다.",환경건설국 교통과
"저는 XXX지역 주민인데, 최근에 자주 이용하는 노선이 더불어민주당에서 추진하는 '자가용자동차 노선운행허가' 대상이 되지 않아 불편합니다. 이에 대한 빠른 조치를 요청드립니다. 감사합니다.",환경건설국 교통과
저희 동네에서는 최근 지하수개발 및 이용 변경으로 인해 사소한 지진이 계속적으로 발생하고 있습니다. 주민들은 이러한 지진으로 인한 불안감과 걱정이 매우 큽니다. 따라서 이에 대한 조치를 취해주셔서 주민들이 안심하고 살 수 있도록 해주시길 바랍니다. 감사합니다.,환경건설국 환경자원과
저는 지하수 개발 및 이용 변경허가에 관한 문의드립니다. 필요한 서류나 제출 방법 등 자세한 안내 부탁드립니다.,환경건설국 환경자원과
"저희 동네에 위치한 재가노인복지시설이 폐지되고, 해당 시설에서는 처리되지 않은 개인정보와 함께 휴지 처리되고 있다는 사실을 확인했습니다. 이에 대한 처리 및 예방조치를 취해주시길 바랍니다.",복지문화국 가족복지과
"저희 동네에 위치한 재가노인복지시설이 폐지되었다는 소식을 들었습니다. 이에 대한 이유와 폐지 후 대안 방안 등에 대한 정보를 전달해주셨으면 합니다. 또한, 해당 시설에서는 장기간 동안 쌓인 휴지들이 매우 많다는 소식도 들었습니다. 이에 대한 정확한 처리 계획을 알려주시면 감사하겠습니다.",복지문화국 가족복지과
