content,dept
토지(임야)이동신청,자치행정국 종합민원과
사회복지시설 휴지·재개·폐지 신고,주민복지국 사회복지과
공동공장설립승인신청,정책사업단 경제과
법인기본재산처분허가,주민복지국 사회복지과
외국인 토지취득허가,자치행정국 토지정보과
건강기능식품 영업자지위승계신고,주민복지국 청소위생과
소하천공사시행(소하천점용·사용)허가,읍/면/동사무소
도로점용허가 (일시),건설도시국 건설과
사회복지시설 설치·운영 신고,주민복지국 사회복지과
폐기물처리업(폐기물처리 신고자) 휴업·폐업·재개업 신고,주민복지국 환경과
동력장치설치(변경)허가,주민복지국 환경과
석유판매업(용제판매소)등록,정책사업단 경제과
폐기물처분시설 또는 재활용시설 설치 (변경)승인 신청,주민지원국 청소위생과
국가지정(등록)문화재 현상변경 등(착수·완료) 신고,정책사업단
인쇄사 (변경)신고,주민지원국 문화체육과
중소기업 공동사업계획 (변경)승인,자치행정국 종합민원과
골재채취업 등록사항 변경신고,자치행정국 토지정보과
한약방이전허가,보건소 보건과
계란집하업 휴업(폐업·영업재개·등록사항변경) 신고,주민복지국 농업정책과
검사유효기간 연장(검사유예ㆍ명령이행기간연장) 신청,건설도시국 교통과
허가사항 변경허가(문화재),정책사업단 정책사업과
공원내 행위신고,건설도시국 건축과
오수처리시설 및 정화조 폐쇄신고,주민지원국 환경과
노인주거(의료·여가·재가)복지시설 폐지·휴지 신고,주민지원국 사회복지과
대규모점포(준대규모점포) 개설(변경)등록,주민지원국 경제지원과
전화권유판매업신고,주민지원국 경제지원과
식품관련영업 허가사항 변경허가(신고),주민지원국 청소위생과
도로점용허가 (굴착),자치행정국 종합민원과
동물병원 개설신고 변경,농업기술센터 농업정책과
옥외광고물 등의 허가(신고)사항 변경허가(신고),건설도시국 도시시설과
토지거래계약허가,주민지원국 사회복지과
화물자동차 운송사업 영업소허가,건설도시국 도로교통과
내수면어업허가,농업기술센터 농축산과
대체산림자원조성비 분할납부,자치행정국 종합민원과
액화석유가스 충전사업등의 지위승계신고,경제정책실
액화석유가스의 충전사업(집단공급사업·판매사업·저장소설치) 변경허가,경제정책실
건축공사 착공연기신청,건설도시국 건축과
(직업소개·직업정보제공·근로자공급)사업변경(신고·등록·허가)신청,경제정책실
"마약류취급자, 원료물질수출입업자 및 원료물질제조업자 사망·제한능력자·법인해산·학술연구종료 신고",보건소 보건과
액화석유가스의 충전사업(집단공급사업·판매사업·저장소설치) 허가,주민지원국 경제지원과
배출부과금 징수유예 및 분납신청,주민지원국 환경과
사업계획 (변경)승인(외국투자가),건설도시국 건축과
"종축업 허가, 변경허가 신청",농업기술센터 농축산과
비산먼지시설기준 변경신청,주민생활지원국 환경관리과
신고대상 배출시설 설치신고,행정관리국 종합민원과
입목벌채/임산물 굴취·채취 (변경)허가,행정관리국 종합민원과
건설폐기물처리업 허가(변경허가) 신청,주민생활지원국 청소위생과
유해화학물질 영업 폐업·휴업·가동중단신고,주민생활지원국 환경관리과
자가용자동차 유상운송허가,주민생활지원국 교통행정과
산지전용허가 변경신고,행정관리국 종합민원과
노동조합 설립(설립신고사항 변경)신고,과학경제진흥실
관광사업계획 변경승인,주민생활지원국 문화체육과
산지전용(변경)신고,행정관리국 종합민원과
식품영업허가,주민생활지원국 청소위생과
가축분뇨 신고대상 배출시설 변경신고,행정관리국 종합민원과
건설업상속신고,건설도시국 건설과
관광사업 양수(지위승계) 신고,주민생활지원국 문화체육과
건축물 용도변경 허가(신고),행정관리국 종합민원과
지하수개발·이용의 (변경)허가(행위허가),주민생활지원국 환경관리과
대기배출시설 변경허가 및 변경신고,주민생활지원국 환경관리과
지하수개발.이용시공업등록사항변경신고,주민생활지원국 환경관리과
화물자동차 운송(운송주선·운송가맹)사업 상속신고,주민생활지원국 교통행정과
도로점용허가,행정관리국 종합민원과
개발행위허가 (토지형질변경·토석채취·공작물설치·토지분할·물건적치),행정관리국 토지정보과
"자동차관리사업의 양도, 양수, 합병 절차에 대한 신고 관련하여 안내가 필요합니다. 처리 가능한 방법과 필요한 서류 등을 상세하게 안내 부탁드립니다. 처리 결과에 대해 빠르게 안내받을 수 있도록 부탁드립니다. 감사합니다.",경제환경국 교통과
자동차 관리사업을 양도하려고 합니다. 신고서를 작성하고 필요한 서류를 제출할 예정입니다. 관련해 필요한 안내나 절차가 있다면 연락 부탁드립니다.,경제환경국 교통과
제가 거주하는 지역에 재가노인복지시설을 설치해주시면 감사하겠습니다. 장년층의 적극적인 사회참여와 노후를 대비하기 위해 필요합니다. 처리 부탁드립니다.,교육복지국 복지정책과
재가노인복지시설 설치신고 관련하여 문제가 있어서 신고하고자 합니다. 적극적인 조치를 취하여 신속한 문제 해결을 부탁드립니다.,교육복지국 복지정책과
안녕하세요. 저는 A동 주민입니다. 관광사업을 위해 개설한 가게의 업종 변경 등록을 신청하려고 합니다. 해당 가게는 유네스코 세계문화유산인 B성의 입구쪽에 위치하여 관광객들이 많이 찾습니다. 새로운 업종을 등록함으로써 더욱 많은 관광객들이 방문할 것으로 예상되어 관광산업 활성화에 큰 기여가 될 것입니다. 업종 변경 등록에 대한 심사 결과를 통보해주시면 감사하겠습니다.,문화관광국 관광과
"저는 이번에 교통약자 관광 사업을 운영하려고 하는데, 변경 등록에 대한 절차를 알고 싶습니다. 어떤 서류를 제출하면 되고, 제출하는 위치와 기간, 그리고 필요한 내용 등 자세한 안내 부탁드립니다. 감사합니다.",문화관광국 관광과
영화상영관의 변경 등록을 신청합니다. 해당 영화상영관은 시민들에게 중요한 문화공간으로서 중요성을 가지고 있습니다. 변경 등록이 필요한 이유는 개선과 발전을 위한 것입니다. 이에 관련 절차 및 필요한 서류를 제출하겠습니다. 신속한 처리 부탁드립니다.,문화관광국 문화예술과
영화상영관의 변경 사항이 있어서 등록을 요청합니다. 빠른 처리 부탁드립니다.,문화관광국 문화예술과
"화물자동차 운송주선사업 허가사항신고와 관련하여, 도로 위의 화물차 운행이 지역 내 교통체증과 환경문제를 야기시키고 있어 이에 대한 조치가 필요합니다. 이에 따라 해당 운송사의 허가사항 신고가 필요하며, 관련 부서에서 빠른 처리 및 검토를 부탁드립니다.",경제환경국 교통과
"화물자동차 운송주선사업 허가사항신고에 관련하여, 제가 주변에서 불법적으로 화물운송을 진행하는 차량들을 발견하여 신고해야 하는데, 어디로 연락을 해야 할까요? 신고처 및 관련 절차에 대한 안내 부탁드립니다.",경제환경국 교통과
"여객자동차운송, 자동차대여, 여객자동차운송가맹사업을 상속받았습니다. 이에 필요한 절차와 신고서류 등을 안내받을 수 있는 방법을 문의드립니다. 감사합니다.",경제환경국 교통과
"여객자동차운송사업, 자동차대여사업, 여객자동차운송가맹사업 상속 신청 했습니다. 심사 결과에 대한 통보 부탁드립니다.",경제환경국 교통과
안녕하세요. 해당 지역에는 아동복지시설이 부족한 것 같습니다. 부모님들의 일과 시간이 맞지 않아 아이를 돌볼 곳이 없어 어려움을 겪고 있습니다. 이에 아동복지시설 설치신고를 접수하고자 합니다. 아이들의 건강하고 안전한 보호를 위해 시설의 조속한 설치를 부탁드립니다. 감사합니다.,교육복지국 희망지원과
"주변에 아동복지시설이 없어 불편합니다. 따라서, 아동복지시설을 설치해 주시면 감사하겠습니다.",교육복지국 희망지원과
야생생물 수출/수입/반출/반입 허가를 신청합니다. 처리 부탁드립니다.,경제환경국 환경과
야생생물 수출/수입/반출/반입 허가를 신청합니다.,경제환경국 환경과
저희가 음반·음악영상물 제작(배급)업을 변경하고자 하여 변경신고를 하게 되었습니다. 관련하여 처리 부탁드립니다. 감사합니다.,정책관광국 문화체육과
"안녕하세요, 제가 음반·음악영상물 제작(배급)업 변경신고를 하고자 합니다. 변경신고 관련 필요한 서류와 절차에 대한 안내 부탁드립니다. 감사합니다.",정책관광국 문화체육과
"""입목벌채(변경) 허가 관련하여, 해당 지역 내에서 시행되고 있는 법령과 규정이 준수되도록 조치를 취해주시기를 요청합니다. 이에 따른 처리 결과에 대해서는 신속하게 통보해주시면 감사하겠습니다.""",자치행정국 종합민원과
입목벌채 변경 허가 관련하여 신청합니다. 감사합니다.,자치행정국 종합민원과
"저는 어쩌다 보니 그 동네 어항에서 일하게 된 고등학생입니다. 최근, 어항소 유지보수가 필요한 상황에 놓여 어항판매가 중단될 우려가 있습니다. 이에 제가 속한 작은 어항소 운영자들은 어업 변경허가를 신청하고자 합니다. 어업 변경허가를 획득하면 능동적으로 어항 유지보수와 관리가 가능해질 것이며, 지역 어항산업의 지속적인 발전에 큰 도움이 될 것입니다. 감사합니다.",경제환경국 농업정책과
어업 변경허가 신청에 대한 문의드립니다. 변경허가 신청을 위한 절차와 필요한 서류에 대해 안내받고 싶습니다. 감사합니다.,경제환경국 농업정책과
"저희 동네에는 유출지하수 이용계획 신고가 필요한 시설이 있다는 소문이 들려났습니다. 해당 시설이 환경오염을 일으키는 것으로 알고 있어, 조속한 조치가 필요하다고 생각합니다. 이에 대한 처리 방법과 일정 등을 적극적으로 확인하여 주시길 바랍니다. 감사합니다.",경제환경국 환경과
저희 동네에서는 유출지하수 이용계획 신고가 접수되지 않아서 매우 불안합니다. 이에 대한 대책을 마련해 주시기 바랍니다.,경제환경국 환경과
"여객자동차운송사업, 자동차대여사업, 여객자동차운송가맹사업의 휴업 · 폐업 허가(신고) 관련하여 처리해주시기 바랍니다. 감사합니다.",경제환경국 청소위생과
저희 가족이 운영 중인 여객자동차운송사업을 휴업 및 폐업하고자 합니다. 관련 절차를 안내해주시기 바랍니다.,경제환경국 청소위생과
"담배판매업(수입판매업·도매업) 등록 변경 관련하여 주민으로서 문의드립니다. 등록 변경을 위한 절차와 필요한 서류, 처리 기간 등에 대한 안내가 필요합니다. 빠른 처리와 상세한 안내를 부탁드립니다.",경제환경국 일자리경제과
저는 담배 수입판매업을 운영하고 있는 주민입니다. 제 업체 정보에 변경이 있어서 해당 업체의 등록정보를 변경하고자 합니다. 어떠한 절차를 거쳐야 하는지 안내 부탁드립니다.,경제환경국 일자리경제과
"저희 동네에는 화물자동차가 많아졌는데, 이번에는 더 심각한 문제가 발생했습니다. 일부 화물자동차 기사들이 허가 없이 운송사업을 하고 있다는 것입니다. 이로 인해 도로 위험성과 소음 등으로 인한 주민들의 불편이 심해졌습니다. 따라서 이 문제를 해결하기 위해 적극적인 조치가 필요합니다. 화물자동차 운송사업허가의 철저한 관리와 단속을 요구합니다.",건설도시국 건설과
주변에 화물 자동차 운송사업을 하는 차량이 많아지면서 소음과 공기 오염이 심해졌습니다. 따라서 화물 자동차 운송사업허가를 정부에서 잘 검토하고 제한적으로 발급해 주시길 요청합니다.,건설도시국 건설과
"화물자동차의 운송사업 운송약관, 운송주선사업 운송주선약관, 운송가맹사업 운송가맹약관 신고 및 변경신고와 관련하여 처리상황을 문의드립니다.",주민복지국 교통과
"화물자동차 운송사업 관련하여 운송약관, 운송주선약관, 운송가맹약관의 신고 및 변경신고 절차가 어렵게 느껴져 불편합니다. 간편하고 쉽게 신고 및 변경신고가 가능한 방법을 마련해 주시기 바랍니다.",주민복지국 교통과
"산지복구설계서 승인신청과 관련하여, 이웃들과 함께 소중한 우리 지역의 환경을 지켜나가고 싶어서 문의드립니다. 보건과에서 처리 부탁드립니다.",보건소 보건과
산지복구설계서 승인신청에 대한 처리 상황을 알고 싶습니다. 감사합니다.,보건소 보건과
"화물자동차 운송주선사업을 하고 있는 업체의 허가사항이 변경된 것으로 확인되어 불안감을 느끼고 있습니다. 이에 관련된 안내 및 조치사항을 받고 싶습니다. 관련된 정보나 안내가 있으면, 빠른 시일 내에 전달해주시기 바랍니다. 감사합니다.",주민복지국 교통과
저희 동네에서 운영되던 화물자동차 운송주선사업이 경유지가 추가돼서 변경이 있었다는 걸 들었습니다. 그리고 그에 따른 허가사항 변경신고를 하셨다는 소식을 듣고 문의드리려고 합니다. 변경된 내용이 있을 경우 차후 미뤄질 일 없이 시간 내에 알려주시면 감사하겠습니다.,주민복지국 교통과
우리 동네 공원에서 자전거를 타는 것을 금지하는 규정이 있어서 불편합니다. 이에 대해 공원내 행위허가를 받을 수 있는 방법이 있을까요? 처리 부탁드립니다.,문화관광국 공원녹지과
"우리 동네 공원에서 자전거 타기나 스케이트보드 타는 것과 같이 공원 내에서의 특정 행위에 대해 허가를 받지 않은 것으로 인해 불편함을 느끼고 있습니다. 해당 행위들이 주민들의 안전과 편의에 영향을 미치는 것으로 보여, 빠른 조치를 취해주시기 바랍니다.",문화관광국 공원녹지과
지하수 개발 및 이용신고 관련하여 주민으로써 문제가 발생했습니다. 지하수 개발 및 이용에 대한 안전성과 경제성 등을 고려한 객관적인 검토를 요청합니다. 신속한 처리와 결과에 대한 안내를 부탁드립니다.,경제환경국 일자리경제과
저는 이 지역 주민으로서 지하수 개발 및 이용에 관련하여 문제가 있어서 신고를 하고자 합니다. 지하수가 미처 발굴되지 않아 물 부족으로 인한 불편한 상황이 지속되고 있습니다. 빠른 조치 부탁드립니다.,경제환경국 일자리경제과
"지하수개발 이용 종료신고 관련하여, 종료신고를 완료하였으니 해당 시설을 더 이상 사용하지 않을 것을 요청드립니다. 감사합니다.",경제환경국 일자리경제과
저희 동네에서 진행되던 지하수개발이 이제 종료가 되었다는 소식을 듣고 기쁨을 느꼈습니다. 이로써 우리 동네의 수질이 개선되고 더욱 좋은 생활 환경이 조성될 것으로 기대합니다. 감사합니다.,경제환경국 일자리경제과
"안녕하세요. 저는 **동네 주민입니다. 복합물류터미널사업의 휴업·폐업(합병 외의 사유에 따른 해산)신고와 관련하여 불편을 겪고 있습니다. 이에 대한 조치가 필요한데, 어떻게 신고해야 하는지 알려주시면 감사하겠습니다. 처리 결과에 대해서도 빠르게 안내 부탁드립니다. 감사합니다.**",주민복지국 교통과
우리 동네에 위치한 복합물류터미널사업이 폐업(합병 외의 사유에 따른 해산)을 신고하였습니다. 이로 인해 지역 내 물류 및 운송 업체들은 큰 타격을 입을 것으로 예상됩니다. 따라서 이에 대한 대응책과 지원 방안 등이 필요함을 알려드립니다. 빠른 조치 부탁드립니다.,주민복지국 교통과
"'복합물류터미널사업의 법인합병신고' 관련하여, 현재 진행 중인 공사로 인한 교통체증 및 주변 주민들의 불안감으로 인해 개선조치가 필요합니다. 주민들의 이러한 우려에 대한 대응과 더불어, 신중한 사전 조치와 충분한 설명이 필요한 사안임을 강조드립니다. 이에 대한 처리 및 조치 방안을 신속하게 검토하고 투명하게 공지해 주시면 감사하겠습니다.",주민복지국 교통과
저희 동네에서 진행 중인 복합물류터미널사업의 법인합병신고에 대해 문의드립니다. 이에 관련된 정보와 추진 상황 등의 업데이트를 제공해주시면 감사하겠습니다.,주민복지국 교통과
"주민으로서 행위허가를 신청합니다. 개황 후 있는 건물을 대상으로 용도변경하고자 하며, 이를 위한 개축과 재축, 대수선이 필요합니다. 파손 및 철거 작업 역시 예상되는 만큼 이에 대한 행위허가를 부탁드립니다. 감사합니다.",자치행정국 종합민원과
"저희 아파트 건물 101호는 주차장으로 운영 중 이었으나, 최근 상황 변화로 인해 중소기업 사무실로 전환하려 합니다. 해당 용도변경에 대한 행위허가를 신청합니다.

저희 건물은 오래된 건물로서, 건물 내부 구조물에 문제가 발견되어 개축 및 대수선이 필요합니다. 해당 공사를 위한 행위허가 신청을 부탁드립니다.

최근 강한 폭우로 인해 건물 내부에 물이 침수하여 일부 파손된 곳이 있습니다. 해당 파손 부분의 수리를 위해 행위허가를 신청합니다.

저희 건물 내에는 더 이상 사용되지 않는 구조물이 있어 철거가 필요합니다. 해당 구조물 철거를 위한 행위허가를 신청드립니다.",자치행정국 종합민원과
어선등록사항 변경등록에 대한 문의드립니다. 어선 등록증 발급을 위해 필요한 절차와 서류가 무엇인지 알려주시기 바랍니다. 처리해주실 때 참고 부탁드립니다.,경제환경국 농업정책과
"저는 어선등록사항을 변경하고자 하는데, 관련 서류 및 절차가 어떻게 되는지 궁금합니다. 도움 부탁드립니다.",경제환경국 농업정책과
"건축물 용도변경 사용승인 신청 관련하여, 내가 소유한 건물의 용도를 변경하고자 합니다. 이에따라 관련 서류 준비 및 신청 절차에 따라 처리 부탁드립니다. 감사합니다.",자치행정국 종합민원과
건축물 용도변경 사용승인을 위한 민원 신청서를 제출했습니다. 관련 절차와 검토 결과에 대해 알려주시면 감사하겠습니다.,자치행정국 종합민원과
고압가스용기(냉동기·특정설비)변경등록 관련하여 처리해야 할 민원이 있습니다. 처리 가능한 담당부서를 안내해주시기 바랍니다. 감사합니다.,정책관광국 경제과
이번에 고압가스용기(냉동기·특정설비)를 교체하여 변경 등록을 해야 할 필요가 있습니다. 관련하여 처리해 주시면 감사하겠습니다.,정책관광국 경제과
"안녕하세요,
폐기물 수집운반업자의 임시보관장소 설치(변경)승인 관련하여 문의 드립니다. 최근에 해당 지역 내에 새로운 임시보관장소가 설치되어 이에 대한 승인 여부가 궁금합니다. 관련 정보나 대처 방안에 대한 답변 부탁드립니다.
감사합니다.",주민복지국 청소위생과
"저는 해당 임시보관장소 근처 주민으로써 폐기물 수집운반업자의 임시보관장소 위치 변경에 동의하지 않습니다. 다수의 주민들이 이에 반대하고 있음에도 불구하고 변경승인이 내려지는 것을 매우 안타깝게 생각합니다. 이는 주민들의 생활환경에 불이익이 발생할 가능성이 높아지며, 환경 오염에 대한 우려도 커질 것으로 예상됩니다. 관련 당국에서 수정사항을 검토하고 더 나은 대안을 마련해 주시기를 요청합니다.",주민복지국 청소위생과
"저는 전화권유판매업을 하고 있는데, 최근에 업무 변경을 하게 되어서 '전화권유판매업변경신고' 를 하고자 합니다. 해당 업무는 공공기관에서 처리하므로 공문을 받기 위해 민원 신청을 하고자 합니다. 감사합니다.",경제환경국 일자리경제과
"안녕하세요, 제가 전화권유판매업을 운영하고 있는데 업종 변경 신고를 하고자 합니다. 감사합니다.",경제환경국 일자리경제과
문의드립니다. 이번에 저희 동네에 위치한 봉안당에서 화장시설을 설치(변경)하신다는 소식을 들었습니다. 이에 대한 안전 및 환경적인 문제에 대한 우려가 있어 신고를 하게 되었습니다. 해당 문제에 대해서 처리되었는지 확인 부탁드립니다. 감사합니다.,주민복지국 복지정책과
화장실 설치 (또는 변경) 신고와 관련하여 민원을 제기합니다. 소규모 시설인 봉안당 내에 화장실을 새롭게 설치 (또는 기존 시설을 변경)하고자 합니다. 이에 따라 필요한 절차와 서류 제출 방법 등 안내 부탁드립니다. 감사합니다.,주민복지국 복지정책과
"종축업을 영위하고 있는데, 휴업, 폐업 또는 영업재개를 하려고 합니다. 이에 필요한 관련 절차 및 신고 사항에 대해 안내 부탁드립니다. 해당 사항에 대한 처리 결과에 대해서도 확인 부탁드립니다.",경제환경국 농업정책과
"저는 종축업과 관련된 민원으로 휴업, 폐업, 영업재개 신고를 하려고 합니다. 감사합니다.",경제환경국 농업정책과
저희 동네 인근에 위치한 도시공원의 녹지를 점용하고 싶습니다. 점용허가 신청 방법과 절차를 알고 싶습니다. 감사합니다.,문화관광국 공원녹지과
"도시공원이나 녹지에서 수 많은 차량들이 무단 주차를 하고 있어서, 주민들이 이용하지 못하는 상황이 발생하고 있습니다. 이를 해결하기 위해 주차장 점용허가를 신청합니다. 감사합니다.",문화관광국 공원녹지과
수상레저사업 등록ㆍ갱신신청 관련하여 문의 드립니다. 작년에 등록한 수상레저사업 라이선스가 만료되어 갱신신청을 하고자 합니다. 필요한 서류와 절차를 안내받고 싶어서 연락드렸습니다. 감사합니다.,건설도시국 안전방재과
수상레저사업 등록ㆍ갱신신청과 관련하여 문의 드립니다. 저희는 해당 사업 등록 또는 갱신을 위해 절차를 진행 중인 상황입니다. 이에 대한 처리 상황 및 다음 단계에 대한 안내 부탁드립니다. 감사합니다.,건설도시국 안전방재과
안녕하세요. 동물용의약품등 허가(등록·신고) 변경과 관련한 민원입니다. 해당 제품의 허가(등록·신고) 변경에 대해 문의 드리고자 합니다. 처리 부탁드립니다. 감사합니다.,주민복지국 농업정책과
"안녕하세요, 동물용의약품 허가 변경 관련하여 문의드립니다. 동물용 의약품의 허가(등록, 신고) 변경 요청 방법과 필요한 서류, 처리기간 등에 대한 정보를 문의드립니다. 감사합니다.",주민복지국 농업정책과
"저는 XXX동 주민으로서, 자연휴양림 조성계획(변경) 승인에 관해 문의드립니다. 해당 계획의 승인 여부에 따라 지역 주민들의 생활환경이 크게 바뀔 수 있다는 점에서 이번 문제에 대해 매우 신중한 접근이 필요하다고 생각합니다. 따라서, 빠른 답변 부탁드리겠습니다.",건설도시국 공원녹지과
자연휴양림 조성계획 변경이 승인되었다는 결과를 알려드립니다.,건설도시국 공원녹지과
주민등록 이전에 신청한 신분증 발급이 완료되지 않았습니다. 빠른 처리 부탁드립니다.,읍/면/동사무소
주민등록이의신청 관련하여 접수가 되지 않았습니다. 이에 대한 처리 상황을 알고 싶습니다.,읍/면/동사무소
안녕하세요. 현재 비디오물 제작(배급)업을 harry Media에서 harry Entertainment으로 업체명을 변경하였습니다. 해당 사항을 신고하고자 합니다. 처리 부탁드립니다. 감사합니다.,정책사업단 문화체육과
"제가 비디오물 제작(배급)업을 변경하려고 합니다. 해당 업종에 필요한 규정을 모두 준비해두었으며, 신청서와 관련 서류도 제출완료했습니다. 처리 결과에 대해 빠른 피드백 부탁드립니다. 감사합니다.",정책사업단 문화체육과
"주민으로서 '여객자동차운송사업운송약관(자동차대여사업대여 약관)' 관련하여 이용 중 발생한 문제점에 대해 불편함을 느끼고 있습니다. 문제를 해결하려고 제가 개인적으로 시도해봤지만, 자세한 내용을 파악하지 못해 여러 가지 애로사항이 발생하였습니다. 이에 '여객자동차운송사업운송약관(자동차대여사업대여 약관)' 규정에 따른 비용 결제, 이용 일정, 유의사항 등에 대한 내용이 명확하게 안내되도록 해주시면 감사하겠습니다.",건설도시국 교통과
"'여객자동차운송사업운송약관(자동차대여사업대여 약관) 신고' 관련하여 저희 지역에서 이용하는 대여 업체들이 약관을 지키지 않고 있어서 고객들이 불편을 겪고 있습니다. 이에 대한 처리 조치를 부탁드리며, 빠른 답변 부탁드립니다. 감사합니다.",건설도시국 교통과
대기배출(방지)시설 가동개시일을 변경하고자 합니다. 빠른 조치 부탁드립니다.,주민복지국 환경과
대기배출(방지)시설 가동개시일 변경신청을 드립니다. 변경신청에 따라 새로운 가동개시일을 알려주시면 감사하겠습니다.,주민복지국 환경과
농어촌관광휴양지 개발사업계획 변경사항이 승인되었다는 소식을 전달드립니다. 이번 변경사항이 주민들의 이익과 편리성을 고려한 결정이라 생각됩니다. 이에 대해 감사드립니다.,주민복지국 농업정책과
농어촌관광휴양지 개발사업계획이 변경되어 승인된 사실을 알려드립니다.,주민복지국 농업정책과
"안녕하세요, 의료기기판매업을 변경하려고 하는데, 어떤 문서를 작성해야 하는지 알고 싶습니다. 또한, 해당 문서는 어디로 제출해야 하는지도 알려주세요. 감사합니다.",보건소 보건과
"의료기기판매업 변경신고 관련하여 신청하였으며, 처리상황을 확인하고 싶습니다. 감사합니다.",보건소 보건과
"청소년수련시설 등록증이 분실되어 해당 시설의 이용에 제약이 있어, 등록증 재교부를 요청합니다. 처리 가능한 방법이 있다면 안내 부탁드립니다. 감사합니다.",주민복지국 복지정책과
청소년수련시설 등록 또는 등록증 재교부를 신청합니다.,주민복지국 복지정책과
"동물용의약품 도매상의 허가 관련하여 주민들은 안전한 약품을 선택할 권리에 기반하여 해당 도매상의 검토가 필요하다고 생각합니다. 이에 따라, 적정한 검토 기준과 관련 제반 서류 등을 검토하여 도매상의 허가 여부를 결정해 주시기를 요청합니다.",주민복지국 농업정책과
"저희 동네에 있는 동물용의약품 도매상이 허가를 받지 않아서, 동물을 키우는 이들이 불편을 겪고 있습니다. 적극적인 조치를 취해주시어 동물용의약품 도매상의 허가를 바로 받을 수 있도록 도와주시길 부탁드립니다.",주민복지국 농업정책과
"안녕하세요, 저는 수산물가공업을 운영하는 Y사입니다.
저희 업체는 최근에 수산물가공업등록 신청을 완료하였으나 아직까지 등록 완료 통보를 받지 못하고 있습니다.
빠른 등록 완료를 위해 관련 부서에서 빠르고 신속한 조치를 취해주시기를 부탁드립니다. 감사합니다.",주민복지국 농업정책과
"저는 수산물가공업을 운영하고 있으며, 해당 업을 등록하기 위해 관련 서류를 제출하였습니다. 그러나 등록을 완료하기 위해 필요한 추가 정보나 절차에 대해 안내를 받지 못하고 있어, 부득이한 상황으로 불편을 겪고 있습니다. 빠른 처리와 상세한 안내 부탁드립니다. 감사합니다.",주민복지국 농업정책과
장애인 등록을 위한 신청서를 제출하려고 합니다. 공공기관에서 처리 가능한 방법에 대해 안내 부탁드립니다.,논공읍 공단출장소
장애인 등록을 위해 제가 필요한 서류와 절차를 알려주시면 감사하겠습니다.,논공읍 공단출장소
"안녕하세요, 동네에 동물약국 개설등록이 제대로 이루어지지 않아서 불편함을 느끼고 있습니다. 이 문제를 해결해 주시면 감사하겠습니다. 처리 결과에 대한 답변 부탁드립니다.",주민복지국 농업정책과
