content,dept
청소년수련시설등록(변경등록),복지국 평생교육과
공원내 행위허가,도시국 건축과
창업사업계획 (변경)승인,복지국 경제환경과
"약국,안전상비의약품 판매업,의약품판매업 폐업·휴업·업무재개신고",보건소 보건과
폐기물처분시설 또는 재활용시설 설치 (변경)승인 신청,복지국 자원순환과
골재채취업 등록사항 변경신고,도시국 건설과
사도통행 제한(금지) 허가,도시국 건설과
내수면 유선 및 도선사업 운항약관 (변경)신고,도시국 생활안전과
내수면 유선 및 도선사업 면허(신고),도시국 생활안전과
외국인 토지취득허가,도시국 토지정보과
도로점용 사업계획서,도시국 건설과
대기배출시설 설치허가,복지국 경제환경과
농지보전부담금 납입기간 연장 신청,복지국 경제환경과
산지전용(변경)허가,도시국 공원녹지과
담배판매업(수입판매업·도매업) 등록변경,복지국 경제환경과
가정폭력피해자 보호시설 인가,복지국 복지과
건축물 용도변경 사용승인 신청,도시국 건축과
위생처리업신고,보건소 위생과
여객자동차터미널 사용약관 신고(변경신고),도시국 교통과
개장신고 또는 개장허가,읍/면/동사무소
폐수배출시설 변경신고,복지국 자원순환과
토지소유자주소등록신청,도시국 지적과
폐기물 처분시설 또는 재활용시설 사용종료(폐쇄) 신고,복지국 자원순환과
"제가 사는 지역에서 액화석유가스 충전사업의 변경허가에 대해서 문의 드립니다. 집단공급사업, 판매사업, 저장소설치 등의 모든 사항에 대해 안전성과 환경적인 측면에서 충분한 검토를 거쳐 결정되어야 한다고 생각합니다. 저희 지역의 주민들이 안전하고 깨끗한 환경에서 살 수 있도록 꼭 필요하다고 생각합니다. 요청드리는 바는 충분한 검토와 함께 환경을 고려한 결정이 내려질 수 있도록 조치해주시길 부탁드립니다.",복지국 녹색환경과
"액화석유가스의 충전사업 변경허가 관련하여, 이웃주민들이 안전과 환경에 대한 우려와 불안을 표명하고 있습니다. 우리 동네에서 이루어지는 이러한 사업은 예방적 대책과 안전 조치가 철저하게 이루어져야 하며, 충분한 설득과 협의를 거쳐 진행되어야 한다는 것을 당부드립니다. 이러한 고민과 걱정을 고려해 주시어 안전한 삶을 보장할 수 있도록 노력해 주시기 바랍니다.",복지국 녹색환경과
"안녕하세요, 제가 제조사로부터 구매한 의료기기를 판매(임대)업으로 변경하려 합니다. 관련된 절차와 신청서류를 알려주시면 감사하겠습니다. 이에 대한 답변 부탁드립니다.",보건소
저는 최근에 의료기기 판매(임대)업을 시작하였습니다. 이에 따라 관련 법규에 따라 변경신고를 하고자 합니다. 변경신고를 위해 필요한 서류와 절차에 대해서 알려주시면 감사하겠습니다.,보건소
"안녕하세요, 개인하수처리시설 설계 시공업 등록(변경)을 신청합니다. 해당 업무는 '복지국 녹색환경과'에서 처리 부탁드립니다. 감사합니다.",복지국 녹색환경과
'개인하수처리시설 설계 시공업' 등록(변경)이 어떤 절차와 기준에 따라 이루어지는지 상세하게 안내해주세요.,복지국 녹색환경과
안녕하세요. 제가 사는 지역에서 발생한 '오염토양 반출정화(변경)계획서 제출' 관련 문제로 인해 불편을 겪고 있습니다. 이에 관련된 문제가 공공기관에서 처리될 수 있도록 해주시면 감사하겠습니다.,복지국 녹색환경과
오염토양 반출정화(변경)계획서를 제출하지 않아 불편을 겪고 있습니다. 적극적인 조치를 취하여 결과를 알려주시기 바랍니다.,복지국 녹색환경과
"애완동물을 키우시는 시민으로써, 동물용의약품을 도매상으로 판매하는 업체가 근처에 위치하고 있어 불안감을 느끼고 있습니다. 해당 업체가 허가를 받았는지 확인하고, 관련 법규를 준수하고 있는지 확인하여 안전한 애완동물 생활을 보장해 주시기 바랍니다. 감사합니다.",보건소 보건행정과
"저는 지역 주민 중 한 사람으로서, 동물용의약품 도매상의 허가 문제로 불안을 느끼고 있습니다. 이러한 문제로 인해 동물 치료와 관련된 상황에서 어려움을 겪을 가능성이 크기 때문에 빠른 조치가 필요합니다. 가능한 빨리 상황을 해결해 주시기를 부탁드립니다.",보건소 보건행정과
"안녕하세요, 산림경영계획 산림사업 신고 관련하여 문의드립니다. 귀관에게 알리고자 하는 것은 저희 주민들은 해당 사업에 대한 정보 전달이 부족하다는 점입니다. 이에 관련된 자료나 설명 등을 더욱 보강해주시면 감사하겠습니다. 빠른 처리 부탁드립니다.",도시국 공원녹지과
주변 산림이 관리되지 않아 위험합니다. 산림경영계획 산림사업 신고를 통해 적극적인 관리와 보호를 요청합니다.,도시국 공원녹지과
"안녕하세요, 해당 지역 아동복지시설에서 아동복지시설 휴지·폐지·재개 관련하여 불편한 사항이 있어 민원을 신청합니다. 아동복지시설 인근 주민이자 부모로서 이번 조치에 대한 안전 및 피해상황에 대한 우려와 문제점을 제기하고자 합니다. 신속하고 적극적인 조치를 취해주시기를 부탁드립니다. 감사합니다.",복지국 아동보육과
"아동복지시설이 휴지, 폐지, 재개되는 사실을 신고합니다.",복지국 아동보육과
"안녕하세요, 저는 ○○동 거주민 ○○○○입니다. 저희 동내에 있는 특정토양오염관리대상시설이 설치되어 있어 걱정이 됩니다. 따라서, 해당 시설의 설치신고가 필요하다고 생각합니다. 관련 부서에서 조속히 처리해주시면 감사하겠습니다.",복지국 녹색환경과
저희 동네에 특정토양오염관리대상시설이 설치되었다는 소식을 들었습니다. 이에 관련된 신고를 하고자 합니다. 감사합니다.,복지국 녹색환경과
"제가 살고 있는 지역에서 가축인공수정소가 개설되었고, 이에 따라 휴업, 폐업, 영업재개, 신고사항 변경 등의 업무가 필요합니다. 이에 대한 처리 부탁드립니다.",복지국 녹색환경과
"저는 가축인공수정소의 개설, 휴업, 폐업, 영업 재개, 신고사항 변경과 관련하여 신고서를 제출하고자 합니다.",복지국 녹색환경과
저는 수렵면허를 보유하고 있습니다. 그러나 최근에 거주지가 변경되어 주소가 달라졌습니다. 이에 따라 수렵면허의 주소 변경을 신청하고자 합니다. 관련 서류를 작성하여 제출해야 한다면 알려주시기 바랍니다. 감사합니다.,복지국 녹색환경과
"""제 수렵면허를 변경하고 싶어서 관련 절차와 필요한 서류를 문의드립니다.""",복지국 녹색환경과
저는 주민으로서 사회복지법인의 정관 변경이 걱정됩니다. 이로 인해 사회복지서비스에 대한 질적 변화가 있을 거라 우려됩니다. 관련 조치를 취해 주시면 감사하겠습니다.,복지국 아동보육과
사회복지법인의 정관이 변경된 것에 대해 관심이 생겨 문의드립니다. 변경된 내용과 관련된 자세한 정보를 알고 싶습니다. 감사합니다.,복지국 아동보육과
"사회복지시설 설치·운영 신고를 합니다. 이 지역 내에는 사회복지시설이 부족해 지역민들의 생활에 불편함이 있습니다. 따라서 이에 대한 신속한 조치를 바라며, 관련 부서에서 확인 및 조치 바랍니다. 감사합니다.",복지국 복지정책과
"사회복지시설 설치·운영에 관련된 신고를 하고 싶습니다. 제가 사는 지역에서는 사회복지시설이 부족한데, 더 많은 시설을 설치하여 지역 내 복지를 증진시키는데 도움을 주고 싶습니다. 신고 절차를 안내해주시면 감사하겠습니다.",복지국 복지정책과
장애인 등록 신청을 하고자 합니다. 필요한 자료와 절차 안내를 부탁드립니다.,복지국 생활보장과
"저는 장애인이며, 장애인 등록을 신청하고자 합니다. 필요한 서류와 절차를 안내해주시면 감사하겠습니다.",복지국 생활보장과
저는 이 지역에 위치한 대규모점포(준대규모점포)에서 일하는 주민입니다. 최근 해당 점포의 관리자 변경으로 인해 일하는 환경이 매우 불편해졌습니다. 관리자의 부재와 업무 미진으로 인해 직원들이 이에 대한 불만을 표출하고 있습니다. 이에 대해 신속하게 해결하실 것을 요청드립니다. 감사합니다.,기획재정국 일자리경제과
저희 동네에 있는 대규모점포(준대규모점포)가 최근에 위생상태와 주차 문제로 불만이 많아지고 있습니다. 이에 저희 동네 사회의 안전과 편의를 위해 대규모점포(준대규모점포) 관리자 변경 신고를 하고자 합니다. 신속하게 조치해주시기 바랍니다.,기획재정국 일자리경제과
"'산림경영계획(변경) 인가' 관련, 주민들이 피해를 입을 우려가 있습니다. 이에 대해 조속한 조치가 필요하며, 시민의 안전과 환경보호에 최선을 다해주세요.",도시국 공원녹지과
"산림경영계획(변경) 인가 관련하여, 인가 신청서를 접수한 후 심사 및 검토 끝에 인가가 승인되었습니다.",도시국 공원녹지과
"저는 XXX지역 주민 XXX으로써, 사회복지법인의 기본재산처분허가와 관련하여 불만 사항을 제기합니다. 해당 사항은 '복지국 복지정책과'에서 처리 부탁드립니다. 감사합니다.",복지국 복지정책과
사회복지법인의 기본재산처분허가 내용에 대해 궁금하여 문의드립니다. 어떠한 방법으로 정보를 받아볼 수 있을까요?,복지국 복지정책과
"안녕하세요, 유출지하수 이용계획 신고 관련하여 불편 사항을 알려드립니다. 저희 동네에서 매우 불쾌한 냄새와 함께 유출지하수가 노출되고 있어서 건강에 매우 안 좋은 영향을 끼칠 수 있다고 생각합니다. 따라서, 공공기관에서 적절한 대책을 마련해주시면 감사하겠습니다. 이에 대한 조치 결과를 적극적으로 기다리고 있겠습니다. 감사합니다.",복지국 녹색환경과
"저희 동네에 유출되는 지하수가 문제가 되어, 관련된 계획을 신고하고자 합니다. 빠른 조치 부탁드립니다.",복지국 녹색환경과
저희 건물 주변에 건축신고를 하지 않고 공사를 진행한 건축주의 신속한 처벌을 요청합니다. 이로 인해 건축물의 안전성과 주변 환경이 저해되고 있습니다. 빠른 조치 부탁드립니다.,도시국 공원녹지과
주거지에 건축 신고가 없이 건축물이 건설되어 불편함과 위험을 느끼고 있습니다. 가능한 조치를 취해주시기 바랍니다.,도시국 공원녹지과
저는 농지전용 허가(변경허가)에 관한 문제로 인해 민원을 제출하려고 합니다. 관련 절차 및 필요한 서류에 대한 안내를 요청드립니다. 최대한 신속하게 처리 부탁드립니다. 감사합니다.,복지국 녹색환경과
농지전용 허가(변경허가) 관련하여 신청하고자 합니다. 필요한 서류나 절차에 대해 안내 부탁드립니다.,복지국 녹색환경과
종자업 등록 신청에 대한 절차와 필요한 서류가 불분명하여 불편함을 겪고 있습니다. 신청서 제출 및 필요 서류 안내 등 명확한 안내를 부탁드립니다. 처리결과에 대한 빠른 피드백도 부탁드립니다.,복지국 녹색환경과
종자업 등록을 위한 신청서 양식이 필요합니다. 양식 제공 가능한 방법에 대해 안내 부탁드립니다.,복지국 녹색환경과
"동물용 의료기기 판매업·임대업을 운영하는 회사에서 반려동물 관련 의료기기를 구매하고 싶지만, 판매업 등록을 하지 않아 구매가 불가능한 상황입니다. 이에 대해 해결책을 찾고자 해당 업체가 필요한 등록 절차를 완료하도록 조치해 주시기 바랍니다. 감사합니다.",보건소 보건행정과
저희 동네에는 동물 치료 및 진료를 위한 적절한 의료기기가 부족한 것으로 파악됩니다. 이에 따라 동물용 의료기기 판매업 및 임대업을 신청하여 더욱 원활한 동물 치료 및 진료를 지원받을 수 있도록 하겠습니다.,보건소 보건행정과
입목 등록을 신청합니다. 해당 지역에 식재할 나무 종류와 수량은 다음과 같습니다. 처리 부탁드립니다.,도시국 공원녹지과
"내 입목이 등록되어 있지 않아서, 등록을 신청하고자 합니다.",도시국 공원녹지과
"제가 거주하는 지역에 봉안시설(봉안묘, 봉안탑, 봉안담) 설치(변경) 신고를 하고자 합니다. 해당 시설의 위치나 설치(변경) 내용은 상황에 맞게 결정하여 주시기 바랍니다. 감사합니다.",복지국 복지정책과
"저희 동네에 있는 봉안시설(봉안묘·봉안탑·봉안담)의 설치(변경) 신고를 드립니다. 신청서를 작성하여 제출하였으며, 관련 부서에서 확인 후 처리해주시면 감사하겠습니다.",복지국 복지정책과
"안녕하세요. 국유재산사용수익허가(국유재산법적용을 받는 도로·구거·하천·유지·제방 및 그 부속시설에 한함)과 관련하여 문의드립니다. 제가 거주하는 지역에서 이용할 수 있는 국유재산이 있는데, 해당 재산을 사용하려면 어떤 절차가 필요한지 알고 싶습니다. 부디 답변 부탁드립니다. 감사합니다.",복지국 녹색환경과
저희 동네에 위치한 국유재산인 도로와 그 부속시설이 개선 및 유지보수가 필요한 상황입니다. 이에 국유재산사용수익허가를 부탁드립니다. 가능하시다면 신속하게 처리 부탁드립니다. 감사합니다.,복지국 녹색환경과
저는 문화재가 있는 지역에 살고 있습니다. 최근에 허가 받아서 시작한 건축 작업에서 일부 내용이 변경되어 추가 허가가 필요해졌습니다. 이에 관련하여 문화재 보호법에 따른 허가사항 변경허가를 신청하고자 합니다. 처리 부탁드립니다.,문화교육국 문화예술과
"저는 이 지역 주민입니다. 최근 이 지역의 문화재 허가사항 변경허가에 관한 문제가 있어서 이에 대한 불만을 신청하고자 합니다. 변경 후 문화재 보호 및 관리 상태가 더 안 좋아졌다는 지역 주민들의 의견이 많아, 이 문제에 대한 조속한 해결을 요청합니다.",문화교육국 문화예술과
가족묘지 또는 기존 가족 묘지의 변경을 신청하고자 합니다. 관련 절차와 요건에 따라 신청서를 작성하여 제출하겠습니다. 처리 결과에 대한 안내 부탁드립니다.,복지국 복지정책과
"가족묘지 등의 설치(변경) 허가 관련하여 문의드립니다. 필요한 절차와 제출해야 할 서류, 그리고 처리 기간 등에 대해 안내부탁드립니다. 감사합니다.",복지국 복지정책과
온천 이용허가를 받지 못하고 있어서 불편함을 느끼고 있습니다. 미리 예약을 하더라도 이용이 제한되는 경우가 있어서 이에 대해 조치해주시기 바랍니다. 그리고 보다 쾌적한 온천 이용환경을 위해 청결유지에 더 많은 노력을 기울이셨으면 합니다. 감사합니다.,복지국 녹색환경과
온천이용허가가 늦어져서 불편을 겪고 있습니다. 가능한 빠른 시일 내에 허가가 내려지길 요청드립니다.,복지국 녹색환경과
"국가지정(등록)문화재의 현상변경을 위한 허가 신청합니다. 관련서류를 첨부하였으며, 부가적으로 필요한 정보는 따로 제공하겠습니다. 처리 가능한 빠른 시일 내에 결과를 알려주시면 감사하겠습니다.",문화교육국 문화예술과
"저는 ○○동 거주자로써, 최근에 국가지정(등록)문화재 현상변경 허가에 관한 문제로 불편을 겪고 있습니다. 해당 문화재의 현상변경 시 공사 소음과 먼지로 인한 주거 환경 악화 등 문제가 발생하고 있으며, 이에 대한 조치가 필요합니다. 빠른 처리 부탁드립니다.",문화교육국 문화예술과
가정폭력 상담소 설치를 위해 신고합니다. 지역 내 가정폭력 문제가 심각한데도 상담소가 부족해 해결이 어렵습니다. 이에 가정폭력 피해자들의 보호와 재활을 위해 상담소를 신속히 설치해주시기를 요청합니다. 감사합니다.,문화교육국 청년여성가족과
"우리 동네에 가정폭력상담소 설치를 신청합니다. 많은 주민들이 가족 내부에서의 폭력과 어려움에 시달리고 있어서, 상담소 설치를 통해 보호와 지원을 제공받을 수 있도록 해주세요. 감사합니다.",문화교육국 청년여성가족과
"저는 국유재산 사용수익허가 및 대부, 매수에 관한 문의가 있습니다. 해당 절차와 관련하여 필요한 서류 및 절차 등 상세한 안내를 부탁드립니다. 감사합니다.",복지국 녹색환경과
"저희 지역에서 국유재산 사용수익허가 및 대부, 매수 등 관련된 절차가 필요합니다. 해당 절차들에 대해 안내 부탁드립니다.",복지국 녹색환경과
"""저는 국유(공유)재산을 사용하고자 하여 신청서를 작성하였습니다. 사용 목적은 [사용 목적]이며, 사용 기간은 [사용 기간]입니다. 신청서에 필요한 첨부서류는 모두 준비하였으니, 검토 후 허가 부탁드립니다. 감사합니다.""",도시국 건설과
"주민으로서 국유(공유)재산의 사용이 필요하여, 사용허가 신청을 합니다. 필요서류와 절차에 따라 신속한 처리 부탁드립니다. 감사합니다.",도시국 건설과
안녕하세요. 지하수개발허가 관련하여 문의드립니다. 제가 거주하는 지역에서 이번에 지하수개발이 진행될 예정이라고 들었습니다. 이로 인해 생길 수 있는 환경 문제와 교통량 증가 등의 문제가 우려되어 이에 대한 대책이 필요하다고 생각합니다. 관련 부서에서 적극적으로 대처해주시면 감사하겠습니다.,복지국 녹색환경과
"저희 동네에서는 최근에 지하수개발허가가 발급되어서, 그 공사로 인해 환경문제와 시끄러움 문제가 발생하고 있습니다. 이에 관련하여 주민들이 불편함을 호소하고 있으니, 조속한 해결 조치를 취해 주시기 바랍니다.",복지국 녹색환경과
청소년수련시설 등록증을 분실했어요. 재발급 방법이나 등록 변경 시 필요한 서류가 무엇인지 알려주세요. 처리 부탁드립니다.,문화교육국 교육지원과
청소년수련시설 등록증을 분실하여 재교부를 신청합니다. 자세한 안내 부탁드립니다.,문화교육국 교육지원과
가정폭력상담소를 다른 곳으로 변경신고합니다. 변경 이유는 현재 위치가 매우 불안정하여 가정폭력 상황에서 잘 대처할 수 없기 때문입니다. 새로운 위치는 안전하고 신속한 대처가 가능한 곳으로 선택하였습니다. 처리 부탁드립니다.,미래경쟁력본부 청년여성가족과
저는 가정폭력 상담소를 변경신고하고자 합니다. 변경 신청 절차와 관련하여 안내 부탁드립니다.,미래경쟁력본부 청년여성가족과
영화상영관의 변경 등록 관련하여 민원을 접수하고자 합니다. 처리 가능한 부서와 절차에 대해 안내 부탁드립니다.,행정국 문화체육과
영화상영관의 변경된 위치와 이름을 등록하고 싶습니다.,행정국 문화체육과
"저희 동네에 위치한 성폭력상담소, 보호시설, 교육훈련시설이 폐지되었거나 운영이 중단되어 여성들의 안전이 걱정됩니다. 이에 대한 조치를 취하여, 시설 운영재개 또는 대체 수단을 마련해주시기 바랍니다. 또한, 이와 관련된 신고 접수 시스템을 강화하여 적극적인 대응을 부탁드립니다. 감사합니다.",미래경쟁력본부 청년여성가족과
"성폭력상담소, 보호시설, 교육훈련시설을 폐지하고 운영재개 신고가 들어온 것으로 확인되었습니다. 또한 해당 시설의 적절한 휴지 처리 및 관리가 요청됩니다. 처리해주시기 바랍니다.",미래경쟁력본부 청년여성가족과
"저는 통신판매업을 영업 중인 상점으로, 휴업/폐업/영업재개 신고를 하고자 하는 주민입니다. 처리 가능한 방법과 필요한 서류에 대해 안내 부탁드립니다. 감사합니다.",보건소 식품위생과
"저는 ○○○동 거주자 ○○○입니다. 통신판매업자 ○○○사를 이용하려 했으나, 휴업 중이라 이용할 수 없었습니다. 따라서 휴업 기간이 끝난 후 영업을 재개할 예정인지 문의드립니다. 또한, 영업 재개 시 유효한 신고서가 있는지 확인 부탁드립니다. 감사합니다.",보건소 식품위생과
지하수 영향조사기관 등록신청과 관련하여 문의드립니다. 등록 및 변경 등록 신청 방법과 필요한 서류에 대해 안내 부탁드립니다. 처리해주시면 감사하겠습니다.,복지국 경제환경과
지하수영향조사기관 등록신청을 위해 필요한 서류와 절차를 알려주세요.,복지국 경제환경과
공연장 변경 등록을 신청합니다. 처리 부탁드립니다.,행정국 문화체육과
공연장 변경 등록에 대해 문의드립니다. 등록이 완료되었는지 확인 부탁드립니다.,행정국 문화체육과
"유원시설업 (조건부영업)허가 관련하여 주민들의 생활에 지장을 주는 불편한 상황이 발생하고 있습니다. 이에 대한 처리와 조치가 필요하며, 신속한 대처를 부탁드립니다.",행정국 관광과
유원시설업 조건부영업 허가 관련하여 예상되는 주변 환경문제와 안전 문제에 대한 대책 및 보호조치를 철저하게 구체적으로 실행할 것을 요청합니다.,행정국 관광과
게임제작(배급)업을 시작하고자 합니다. 따라서 관련하여 등록 절차와 필요한 서류에 대한 안내를 요청합니다. 감사합니다.,행정국 문화체육과
주민센터에서 게임을 개발하여 배급하기 위해 '게임제작(배급)업 등록'을 하고자 합니다. 제가 제출해야 할 서류와 필요한 절차에 대한 안내 부탁드립니다. 감사합니다.,행정국 문화체육과
"안녕하세요,
임대사업자 등록사항 변경신고 관련하여 문의드립니다.
납부 기간이 지나 이에 대해 변경신고를 하려고 합니다.
변경된 사항은 [변경사항]입니다.
신속한 처리 부탁드립니다.
감사합니다.",도시국 도시디자인과
저는 임대사업자로 등록되어 있습니다. 그런데 최근에 사업장 주소를 옮긴 관계로 변경신고를 하고자 합니다. 변경된 주소는 ○○동 ○○번지입니다. 관련서류를 첨부하여 신속히 처리 부탁드립니다. 감사합니다.,도시국 도시디자인과
"안녕하세요, 고압가스 제조·판매·저장소설치 (변경)허가 관련 주민입니다. 이 지역에서 고압가스 제조·판매·저장소설치 (변경)허가가 발급돼서 혼란스럽습니다. 인근 주택가와 상업지역이 있어서 안전상 걱정되는데, 이에 대한 조치를 취해주시길 부탁드립니다. 공공기관에서 적절한 대책을 마련해주시면 감사하겠습니다.",복지국 경제환경과
"저희 동네에 고압가스 제조, 판매, 저장소 설치 허가가 부여된다는 소식을 듣고 안심돼지 못합니다. 주변 환경과 안전에 대한 우려가 있으니 이에 대한 적극적인 대책 수립과 철저한 안전관리가 이루어지길 바랍니다.",복지국 경제환경과
"화물자동차 운송주선사업 허가사항 변경신고 관련하여, 우리 동네에서 일어난 이슈로 인해 이에 대한 예의보상이 필요하다는 입장입니다. 이에 대한 신속한 조치와 처리를 요청드립니다. 감사합니다.",도시국 교통과
"화물자동차 운송주선사업 허가사항 변경신고와 관련하여, 주변 주민들은 이에 대한 충분한 공지와 정보 제공이 이루어지지 않았다는 불만을 제기하고 있습니다. 이에 대한 조속한 해결 조치 및 향후 유사 상황에서는 우리 동네 주민들의 의견과 요구를 충분히 반영해주시기 바랍니다. 감사합니다.",도시국 교통과
분뇨 수집·운반업 사업계획서를 제출한 결과 확인 요청드립니다.,복지국 경제환경과
분뇨 수집·운반업 사업계획서 제출에 관한 문제로 인해 주민들은 불편을 겪고 있습니다. 이에 담당부서에서 빠른 조치가 이루어져야 한다는 요청이 많이 들어오고 있습니다.,복지국 경제환경과
저는 A동 주민으로서 개별공시지가에 대해 이의신청을 하고자 합니다. 관련 내용은 곧바로 처리 부탁드립니다. 감사합니다.,도시국 토지정보과
"'개별공시지가 이의신청' 관련하여 제가 이의를 제기하고자 합니다. 이에 해당 지역의 공시지가가 과도하게 부과되었다는 점을 문제로 인식하고, 적절한 대처를 부탁드립니다. 감사합니다.",도시국 토지정보과
저희 건물에 이전 주민이 설치한 동력장치가 문제가 있어 변경하고자 합니다. 이에 '동력장치설치(변경)허가'를 신청합니다. 처리 결과에 대해서는 알려주세요. 감사합니다.,복지국 경제환경과
동력장치설치(변경)허가 관련하여 신청합니다. 처리 시 가능한 빠른 시일 내에 결과를 통보받고 싶습니다. 감사합니다.,복지국 경제환경과
"안녕하세요, 제가 제출한 임대 계약서에 부적절한 조건이 포함되어 있어서 해당 조건을 신고하고자 합니다. 이 문제에 대해 신속한 처리 부탁드립니다. 감사합니다.",행정국 행정지원과
"저희 아파트 단지에서는 일부 세입자들이 무단으로 숙소를 서비스하는 '게스트하우스' 사업을 하고 있어, 이로 인해 주민들의 안전과 질서가 위협받고 있습니다. 이에 대한 대책으로 아파트 내에서 '임대 조건 신고'를 받아 관리를 강화하고자 합니다. 이에 관련된 조치를 취해주시기 바랍니다.",행정국 행정지원과
저희 동네에 새로운 가설건축물이 계획되어 있다는 소식을 들었습니다. 이에 대해 거주민으로서 우려되는 부분이 있어서 민원을 제기하게 되었습니다. 우리 동네는 이미 주변에 건물들이 많이 밀집해 있어서 추가적인 건물 건설이 혼잡도를 높일 것이라 생각됩니다. 또한 건축물을 짓기 위해 필요한 공사기간 동안 거리 저편의 아파트 주민들도 소음과 진동으로 인해 불편을 겪을 것으로 예상됩니다. 이러한 점을 고려하여 가설건축물 건설에 대해 적극적인 검토를 부탁드립니다.,도시국 공원녹지과
저희 동네에 최근 들어서 가설건축물이 많이 지어지고 있어서 안전상 큰 문제가 될 것 같습니다. 따라서 가설건축물의 허가에 대한 조치가 신속히 이루어져야 한다는 요청을 드립니다.,도시국 공원녹지과
"부동산중개사무소 개설등록 신청, 개업공인중개사 인장등록 신고, 분사무소 설치신고를 처리해주세요.",도시국 건축과
"저는 부동산중개사무소를 개설하고, 개업공인중개사 인장을 등록하며, 분사무소를 설치할 예정입니다. 따라서 해당 업무에 필요한 모든 신고 및 등록 절차를 완료하여야 합니다. 관련하여 필요한 서류나 절차 등을 안내해주시면 감사하겠습니다.",도시국 건축과
"저는 이번에 건강진단을 받았습니다. 그런데 결과가 이상이라서 보다 자세한 검사가 필요한 것 같습니다. 해당 검사를 신고하려고 하는데, 어떻게 해야 할까요? 처리 부탁드립니다.",보건소
저는 xx동 주민입니다. 제가 건강진단을 받은 결과 이전과 비교해서 상태가 좋아졌다는 내용을 신고하고자 합니다. 감사합니다.,보건소
